idx,motor_speed,pm,stator_yoke,stator_tooth,stator_winding
268,-1.1953642,-1.7456872,-1.4119565,-1.5004967,-1.3866858
269,-0.7597057,0.41852048,1.1255724,0.96283215,0.8282243
270,1.0913863,0.084326826,1.5844253,1.0786397,0.7705618
271,1.6182971,1.9798912,1.3720291,1.4185652,1.2373071
272,1.0504587,-0.1480115,-0.39753547,-0.5296085,-0.7265427
273,0.44291782,0.7265416,0.95324945,0.9509522,0.6885995
274,1.6182963,2.1521046,1.6072582,1.9183074,2.0076952
275,-1.2224287,-0.4857097,-1.2696205,-1.5086702,-1.5344627
276,0.9419409,1.1709781,1.8808416,1.4161284,0.89758056
277,-0.024969785,0.086540826,0.30376723,0.77017623,1.1138786
278,-1.1414545,0.7305439,1.295828,1.6824514,2.0170014
279,0.8527173,0.98476416,2.138209,1.7956246,1.2616183
280,-0.7757375,1.6377535,2.2049253,1.8527514,1.2723963
281,-0.37807858,0.6388572,0.2727443,0.46185738,0.8685825
282,1.4830272,1.8656552,1.3230411,1.4181757,1.261606
283,-0.30527955,-1.1766235,-1.4346205,-1.5231403,-1.5339491
284,-1.2224318,-0.6925912,1.3144885,0.7702012,0.2925657
285,-1.2224281,-0.78825015,-0.39754668,-0.76416165,-0.9771674
286,1.9429593,2.6551194,0.2774865,1.2438813,1.7246239
287,0.8638911,1.4717677,1.4890554,1.2495438,0.8694918
288,-0.1402504,-1.2279238,-1.0719346,-1.0659631,-0.86621535
289,0.94194233,0.16508289,-0.23949169,-0.2951298,-0.47371167
290,-0.95188546,-1.5248355,-1.7462937,-1.9239178,-1.897393
291,1.2987732,-1.487626,-0.73135775,-0.56705093,-0.4276534
292,-1.222432,-0.97090137,-1.4055175,-1.6198351,-1.6505297
293,-0.95188177,-1.9836711,-0.42434534,-0.8031365,-1.006209
294,-1.0151318,-0.14340623,-0.1479037,-0.45360819,-0.7033452
295,-0.9518941,-0.31067026,1.5876507,0.9984957,0.4785486
296,1.9852341,-1.8348837,-1.3974662,-1.1434711,-0.71472675
297,-0.6653347,-2.2510433,-1.3700325,-1.5971047,-1.5579016
298,0.122504815,0.69706637,0.9499036,1.0185263,0.9960958
299,1.888854,0.6887682,-0.39753547,0.29837447,0.6634801
300,-0.9518769,-1.9482155,-1.7472572,-1.9857602,-1.970465
301,0.21437596,1.3021982,1.7114991,1.3059599,0.76537246
302,0.7785195,0.32209828,0.33097222,0.46185917,0.49352014
303,0.1302963,-0.7163282,-0.816017,-0.59020305,-0.3637077
304,-1.2224293,-0.5984875,-0.5877404,-0.90063965,-1.0189949
305,-0.3830928,0.62473434,0.93864465,1.0393819,1.2184522
306,1.0884806,1.0455284,2.062302,1.9098263,1.6365156
307,-0.651096,0.70067084,1.1215864,1.2889278,1.2616394
308,-0.0049746684,0.6141804,-0.7656193,-0.5425688,-0.5065289
309,0.08004516,0.15092638,0.022698717,0.35473707,0.65906936
310,-0.14024755,0.20710795,0.31734365,0.17990075,-0.040150173
311,0.2655723,-0.80268145,-0.9336146,-0.90702355,-0.9837162
312,-1.2224329,-0.79022,-0.73472506,-1.0679032,-1.144139
313,-0.4780722,1.2959958,1.1926312,1.3315326,1.261606
314,-1.222428,-0.78295684,-0.8902884,-0.7619474,-0.5661201
315,-0.4378438,-1.0954672,-0.8161934,-0.61255866,-0.3553731
316,0.85138685,0.9466064,1.9578104,1.7700616,1.6573392
317,-1.2224305,0.26725098,-1.2233105,-1.3907087,-1.4183005
318,1.3037231,0.19526346,1.2940594,0.86578417,0.60925543
319,-1.2224272,0.34940857,1.2910434,0.7702012,0.2967133
320,0.96246415,0.8824005,0.82980543,1.0463514,0.95279676
321,0.46968776,-0.38537866,-0.48613903,-0.38196728,-0.15482889
322,1.6693336,-0.8742087,-0.030453699,-0.13098669,-0.17453735
323,-0.81661266,-2.1295042,-0.73472506,-0.30180734,0.39014894
324,-0.410791,-1.7193528,-1.5761836,-1.7404176,-1.7759519
325,0.28251675,1.7353057,0.4587181,1.1097233,1.4690597
326,-0.03835046,-0.113706596,-1.1281767,-1.067943,-1.0973574
327,-0.681341,1.6133015,2.0029752,1.8400308,1.3707829
328,-1.2224313,0.4556097,-0.73472506,-0.4327682,-0.2853072
329,1.7925923,-2.233476,-1.4094807,-1.6100199,-1.5436894
330,-1.220455,1.3582726,1.291047,1.3735734,1.2611065
331,1.6234465,0.49962246,0.28676817,0.46138617,0.5469322
332,2.0241244,-0.23101111,-0.81391174,-0.46732908,-0.34529656
333,-0.0049712337,-0.3381739,-0.98744875,-0.84498656,-0.78794354
334,0.35618606,1.0720272,0.837674,1.0755817,1.2541966
335,0.7927927,-0.48284104,-0.6223748,-0.5112683,-0.52356076
336,1.8898497,1.6103413,2.1151338,1.8621706,1.5835844
337,0.44915208,0.33141455,0.46589786,0.46185774,0.43314508
338,-0.41078883,-0.6925446,0.051297292,0.45216948,1.0961901
339,0.9952868,-0.9408661,-0.7729563,-0.7619508,-0.59874374
340,-0.95186853,0.53390193,0.34671745,0.46185845,0.62775135
341,-0.0059842067,0.5249566,0.3272966,0.65387136,0.9268293
342,0.69523144,-1.3075336,-1.1535217,-1.0857091,-0.96286094
343,-1.2224314,-2.0047417,-1.0704514,-1.1782194,-1.1391149
344,-0.9501554,0.9985877,1.5027735,0.99864715,0.47883117
345,1.4830279,0.3884312,-0.56344074,-0.16894503,0.019273447
346,1.4830288,0.5661303,0.4061167,0.46185845,0.5439309
347,1.5655205,0.1699923,-0.22165419,-0.17958161,-0.15039667
348,0.8252156,0.7613414,0.554151,0.5768815,0.39981905
349,-1.2224325,0.79723763,0.714067,0.77020764,0.53334653
350,-1.2224287,-0.3486714,0.4585313,-0.13128929,-0.4573648
351,0.9717434,-0.29541564,-0.512291,-0.4510458,-0.40135485
352,-1.2224311,0.09700012,-1.2230878,-1.4076833,-1.4407597
353,-0.9518894,-0.83759755,-1.5684698,-1.6948534,-1.66049
354,-0.6001751,-1.2933644,-1.4225845,-1.5018183,-1.4608874
355,0.6567999,-0.18124834,0.4731979,0.39840373,0.33392993
356,1.5008134,0.12676029,0.020455668,0.2522785,0.46098784
357,0.5537817,1.3877839,0.951221,1.153364,1.1880894
358,1.2694685,0.40266553,0.28730914,0.44110224,0.47890204
359,-0.30013826,1.2671245,1.1203498,1.2275343,1.174939
360,-0.2750573,0.09200086,0.30310556,0.7723383,1.2189572
361,1.5019029,1.1835126,-0.058648903,0.22636718,0.2686478
362,0.40409592,0.1336896,-0.39756912,-0.27618253,-0.17777649
363,-0.4107924,-1.659677,-1.5740864,-1.7301407,-1.7616144
364,-1.2224323,-0.86836666,-0.73472506,-1.0679032,-1.1562551
365,0.77029324,0.33476245,0.6095099,0.691249,0.6175826
366,0.8757292,0.9582414,1.7837527,1.2844242,0.84654623
367,-1.2224334,-1.6568488,-1.3674941,-1.616584,-1.6393706
368,-0.7420536,0.42044044,1.1263545,0.9581772,0.82539433
369,0.014457553,0.48955473,1.2914214,1.6840712,2.025907
370,-0.16774228,0.8431396,1.5589509,1.1852816,0.7025221
371,-0.53789306,-1.3211825,-1.1580406,-1.1403208,-0.9880408
372,-1.22243,-0.8741085,-0.98472637,-1.2331005,-1.322614
373,-0.9152681,-1.2962239,-0.73472506,-0.76194936,-0.5262013
374,1.2124823,-0.6693161,-1.075268,-0.95836395,-0.9768361
375,1.2401681,0.32600787,-0.051189594,0.082298644,0.015438635
376,-1.2224299,0.3788252,1.0666051,0.46185845,0.101153545
377,-0.8571928,-1.7466321,-0.79919904,-0.7619501,-0.5625317
378,0.26557282,-1.1237446,-1.3323525,-1.4003971,-1.5031039
379,1.4830264,0.75495553,-0.525882,-0.084225364,0.13376455
380,1.5500315,0.46672964,0.95038515,0.6986376,0.4387178
381,-0.45092207,0.23977351,0.9512344,0.83670115,0.69948477
382,1.2556605,-0.1555611,-0.11630592,0.09337625,0.29700896
383,-0.4107895,-0.5714266,-0.9155092,-1.0679032,-1.1409256
384,-0.4107891,-1.772925,-1.5834929,-1.7529552,-1.7812126
385,-0.2868847,-0.769405,-0.73472506,-0.42904672,0.0111350715
386,1.2426736,-0.3878562,-0.36512858,-0.30210584,-0.22785617
387,0.67139417,-1.835736,-1.254495,-1.1825666,-1.0317739
388,0.753833,0.5160098,0.31882128,0.28983906,0.09854986
389,0.5631728,1.3791556,0.22371338,1.0433184,1.6263192
390,-0.6461669,-1.9208283,-1.6446697,-1.8205552,-1.8160744
391,1.3231553,1.3780165,1.9753658,1.688789,1.590231
392,1.1108387,0.9775798,0.39862707,0.43154436,0.26896465
393,0.020601045,1.0857782,1.2912655,1.1499068,0.9116146
394,2.0241249,1.4496801,-0.048878234,0.77412564,1.2599422
395,-1.2224292,1.2240741,0.7894081,0.38571993,0.005475209
396,1.3285755,2.0263917,1.8781674,1.9916204,2.0077076
397,-1.2224311,0.6853415,0.7865355,0.62692755,0.40203008
398,-0.45740846,-0.48540074,-0.26455522,-0.3735206,-0.45392016
399,1.0563344,-0.056385353,0.31784248,0.097779,-0.18028173
400,1.0688592,-0.51731795,-0.6878545,-0.30151442,-0.0844332
401,-0.14024927,-0.4712918,-0.39753547,0.15305234,0.7176153
402,-0.88745606,-2.2032137,-1.3099173,-1.6554079,-1.6603996
403,-1.2224302,0.0029043644,1.6291047,1.0366789,0.52036935
404,-0.90669906,1.0216919,1.4055011,1.4971651,1.2666638
405,1.5278865,1.029058,0.9512438,1.1132448,1.0124277
406,0.26557335,-0.88672173,-1.0968077,-1.1070642,-1.2256477
407,-1.222429,-0.9122298,-0.73472506,-1.0679032,-1.1614763
408,-1.0601082,-2.1118698,-1.7552797,-1.9858023,-1.9718252
409,-0.6461683,-1.7290246,-1.6293756,-1.7993745,-1.7940103
410,-0.7336348,0.064386934,-0.057413984,-0.34397122,-0.5920801
411,-1.2224307,-1.4048449,-1.7571659,-1.9857603,-1.9718252
412,-0.7619414,0.4536518,1.474751,1.5428084,1.8210725
413,-0.004967799,-0.16385517,0.19743444,0.9956945,1.7557558
414,-1.2224321,0.9536678,0.697225,0.2604381,-0.104020536
415,1.8888509,0.97601676,-0.37451795,0.3412416,0.71645564
416,0.806662,-0.26373792,-0.050362773,0.6167913,1.195657
417,-1.1899711,-2.4429264,-0.2811572,0.45070368,1.5487903
418,-0.18365994,0.058951166,1.6653109,1.3572857,1.0118004
419,1.1891338,-0.38918877,-0.73472506,-0.41374677,-0.24456449
420,0.13029855,-0.8978818,-1.0305717,-0.83561337,-0.6222447
421,1.8888462,0.72078943,-0.4159864,0.14162214,0.46082
422,0.45641556,1.4598315,1.7605143,1.3657796,0.8532958
423,-1.2224307,-0.7497344,-0.73472506,-1.0679032,-1.1409386
424,-1.1939049,0.3357902,0.58553994,0.6937458,0.5545629
425,-0.20568351,1.7214322,2.287521,1.9915751,1.5889286
426,-0.9518921,-0.19542359,-1.4548162,-1.564823,-1.5277647
427,-0.41710395,0.3755801,-0.043252897,-0.14531706,-0.29294503
428,0.9419408,0.05446792,-0.27945808,-0.30480826,-0.49289417
429,1.0105731,1.1887597,2.131318,1.6856731,1.2615926
430,-0.4148225,-1.9157839,-0.73472506,-1.0679032,-1.0941015
431,-1.0734065,-1.5782082,-0.39753547,-0.3226445,-0.111088105
432,0.41346514,1.1577542,1.5137982,1.1044357,0.5762585
433,0.4082354,0.020105109,-0.098554455,-0.11775559,-0.15867591
434,-0.6461632,-1.6600903,-1.6298698,-1.7962044,-1.7844421
435,1.2927529,0.5117519,1.39759,1.0623102,0.88588095
436,-0.14024511,-1.8533635,-1.5628934,-1.7093287,-1.7632431
437,-0.8390729,-0.091521956,0.117171146,0.76296765,1.3300933
438,1.8347433,0.16301303,-0.7668215,-0.4389622,-0.29321367
439,1.7535797,-0.1746616,-0.5613074,0.06859043,0.61161923
440,0.51655495,1.4389527,1.743431,1.3589884,0.8848148
441,1.7774286,0.246194,-0.4328701,-0.10989091,0.017814917
442,-0.4411123,0.8882704,0.43301243,0.6739066,0.94690454
443,-0.9518868,0.21161954,0.60566163,0.1558689,-0.1835987
444,-0.7600152,-0.8655091,0.4561713,0.1415171,-0.035146676
445,0.67139685,-1.2789047,-0.8767988,-0.95808333,-1.0600225
446,-0.4526035,0.62303734,0.19486894,0.36566177,0.5273045
447,-0.8166104,-1.9862642,-1.3689159,-1.4484762,-1.3930006
448,-0.56329477,0.3947061,-0.19502799,-0.10345809,-0.018298363
449,-1.2224325,-0.5432462,-0.4321602,-0.792459,-0.97692335
450,0.13029973,-0.32255438,-0.73472506,-0.3955108,-0.1622107
451,1.5442924,-0.25937575,-0.435949,-0.22402172,-0.1060181
452,0.24888387,0.54573774,0.74961513,1.000378,1.1698598
453,-1.2224313,-0.5660093,-0.47809938,-0.8276176,-0.9930299
454,0.008424103,1.4544626,1.120971,1.3921947,1.481817
455,0.5223526,-0.09583728,-0.14208306,-0.12201651,-0.09131692
456,-0.1402494,0.23711316,0.470281,0.39699474,0.10694555
457,0.6194457,-0.87606424,-1.0332427,-0.9112669,-0.8200168
458,-1.2224324,-1.3238062,-0.9429364,-1.2536436,-1.3388113
459,-1.2224299,-0.30837193,0.28444028,-0.1513444,-0.4259878
460,0.51308125,0.7963026,0.48977235,0.47546968,0.39937788
461,-0.36606055,0.5967807,0.49788326,0.447208,0.29619226
462,-0.9383652,-1.1608118,-1.5674552,-1.7288182,-1.72226
463,-1.2224282,0.36262286,-0.5428964,-0.8359199,-0.99547213
464,-0.9518847,-0.49530655,-1.5289916,-1.6786867,-1.6099778
465,1.888844,0.68969643,-0.42226648,0.13541028,0.45870683
466,-0.359325,-1.7987679,-0.90683603,-0.8714636,-0.5462513
467,-0.681339,-0.17308111,-0.5614859,-0.7619508,-0.84625465
468,0.10865544,-1.1527036,-1.0707737,-0.7622135,-0.10577676
469,1.6667044,-0.88636166,-0.034728564,-0.14197928,-0.18064854
470,-0.42070535,1.5460755,2.2815528,2.2211604,2.0452929
471,0.13029815,-0.6976159,-0.71811366,-0.7079698,-0.67373925
472,2.0241168,-0.5651245,-0.890089,-0.58588856,-0.41026127
473,-1.2224342,0.26959902,1.1232665,0.8393584,0.5474056
474,0.9539065,0.4751633,0.33768523,0.46185845,0.647842
475,1.1563257,2.0790203,1.8184587,1.9903883,1.9108647
476,-0.19393174,0.73880076,0.7834164,0.9165851,1.1581593
477,0.6411847,0.13693516,0.4376119,0.31131762,0.18406351
478,-0.11152651,-0.8418278,-0.21877941,-0.14370443,0.07814293
479,-1.2224269,2.3911898,-0.22561172,0.030305745,0.117828764
480,-1.2224313,-0.17581521,-0.5276567,-0.6042071,-0.7025421
481,0.9419355,0.24596193,-0.76316774,-0.45377752,-0.36768174
482,0.6485167,-0.23449449,-1.3049947,-1.4461479,-1.5270915
483,-0.7545866,0.9073599,-0.39753547,-0.16286017,-0.011252287
484,-1.1413081,-0.20611063,0.45314434,0.007876524,-0.311339
485,-0.9968306,-0.17385226,-0.5261796,-0.45405743,-0.462007
486,0.32579595,0.29529876,0.29077905,0.15593143,-0.01773406
487,-1.2224288,-0.26110184,0.29617897,-0.13785893,-0.41670805
488,-0.14024451,-0.26468685,-0.39757916,0.04045575,0.46243387
489,-0.646166,-1.621366,-1.6178303,-1.7894871,-1.7816952
490,1.4830285,1.7844431,1.3084611,1.4078906,1.261606
491,-1.2224293,-0.83856326,-0.73472726,-1.0679032,-1.1587912
492,0.21115896,1.2176243,1.660863,1.200582,0.64607126
493,0.42671767,0.89407444,0.748684,1.0051498,1.0134149
494,-0.8216787,-0.6582863,0.5316564,0.4662162,0.59324384
495,0.6307708,1.4034976,1.5353802,1.3179393,0.97213286
496,1.5290282,2.1995025,0.2121869,1.1065617,1.5784166
497,-1.2224225,-1.0589516,-0.80028456,-0.84018546,-0.88401425
498,0.94194025,-0.08270297,0.9511344,0.6525106,0.33197564
499,-0.6001753,-1.4164516,-1.4330218,-1.5202506,-1.4721576
500,-0.95188886,-1.9754301,-1.7466867,-1.9857602,-1.9712845
501,1.6182984,1.8231798,1.2910466,1.2413881,1.0128901
502,-1.1412696,-2.4237275,-0.7364051,-0.10397182,0.9313251
503,-0.56187713,0.67009914,1.3407882,1.6835524,1.5277438
504,1.7235662,0.083284214,0.6556989,0.40848997,0.27405438
505,1.8888464,0.86466837,-0.39829674,0.15590642,0.48727915
506,-1.2224287,-0.09228302,0.4109725,0.012931967,-0.25693122
507,-1.2224264,0.5845605,0.72774255,0.26064637,-0.10301391
508,1.8888518,1.4749383,-0.067023225,0.76954997,1.2600728
509,-1.2224295,0.2418453,1.1707854,0.63637793,0.2649297
510,0.45712125,-0.9737414,-1.2812536,-1.301735,-1.358763
511,-1.1899537,-0.39577886,-1.480377,-1.609044,-1.5565331
512,-0.13017298,0.9440695,1.2797967,1.0011297,0.88494897
513,2.0241306,1.9859158,0.110909544,0.997559,1.4674172
514,0.94193906,-0.0032067047,0.94843066,0.63840884,0.32531407
515,-0.15212297,-0.1806898,1.4800477,1.0706484,0.75569624
516,1.4830343,0.7283693,1.882133,1.4769987,1.0799876
517,0.8066625,-0.33191174,-0.9894001,-0.83664083,-0.8162674
518,-0.8977737,-1.5881857,-0.5477522,-0.44850934,-0.34819418
519,-0.9518832,-1.4170933,0.027571255,0.36167166,0.6727343
520,0.07816229,-0.2176887,-0.4789124,-0.2896653,-0.04845119
521,-0.93392843,0.065946534,-0.74626946,-0.91502184,-1.0036331
522,-1.2224318,1.2860723,-1.1335729,-1.1422887,-1.0864271
523,-0.25898513,0.64602435,0.10426564,0.46184883,0.7181195
524,-0.0049787634,-0.60215247,0.70354193,0.44657817,0.26863006
525,-1.0878676,0.09592916,0.45900434,0.46092495,0.47449654
526,-0.4608903,1.274369,2.2169952,1.9624957,1.611451
527,-0.95188516,-1.8998986,-1.746346,-1.9857602,-1.9660642
528,1.8183761,0.94627297,0.5309902,0.8398114,0.99714684
529,-0.3885963,0.6993183,2.059735,1.6856681,1.2363013
530,-0.8977703,-1.6024582,-0.86249596,-0.8749779,-0.79519725
531,0.81432664,-0.15382397,0.8901035,0.62954587,0.51334566
532,2.0241342,0.8199085,-0.39753565,0.35985076,0.85373753
533,-1.2224281,0.20132408,0.54786325,0.3900262,0.17651586
