idx,ambient,coolant,u_d,u_q,torque,i_d,i_q
268,-1.9244492,-1.0780574,0.28301322,-1.168732,0.4019852,0.82012236,0.48692292
269,0.36892614,1.1770759,-0.16836742,-0.40974236,0.77343553,0.5358901,0.90445316
270,0.7275329,2.2574172,0.7525129,1.5864321,-0.51671875,-0.1465458,-0.50820655
271,1.8472991,1.0131812,-0.29187596,1.6092645,-0.06824304,-0.46806136,-0.06397882
272,0.62378186,-0.30582887,1.4420891,1.1744263,-0.9019014,-0.48289135,-0.86830467
273,1.4926813,0.78608716,-0.28448328,1.5438693,0.08674815,0.5348455,0.12819886
274,2.521187,1.014235,-1.4711249,-0.035115153,0.47922996,-1.4910848,0.41238305
275,0.6886097,-0.6439375,0.305301,-1.2597679,-0.25563973,1.0291272,-0.2457223
276,-0.08538062,2.1762114,0.24098945,1.7581297,-0.25563973,0.16808243,-0.24556983
277,-0.522968,-0.35153237,-1.2632957,0.459026,1.3119533,-0.10905799,1.3405138
278,0.6874785,0.3246838,0.116369605,-1.0463896,2.1744516,-0.76145345,2.2188141
279,0.58468604,2.1799736,1.9483824,0.2861332,-1.3599107,-0.9492083,-1.2781105
280,-0.48665354,2.172228,0.7742604,-0.639205,-1.4121532,0.5084313,-1.532703
281,0.97064984,-0.070980236,1.9127837,-0.6829053,-3.064258,-1.0086583,-3.0730162
282,1.2203523,1.0158446,-1.1643596,0.71020204,0.34054962,-0.99087435,0.31188685
283,-1.727388,-1.0598872,-0.26378784,0.5525949,0.3285318,0.8501223,0.41710058
284,-0.14072308,1.9329811,0.29859668,-1.2938362,-0.25563973,1.0291533,-0.24570674
285,-0.5587706,0.33072874,0.31568018,-1.3307791,-0.25563973,1.0291314,-0.24572392
286,0.34380645,-1.0530468,-1.5997388,-0.69861823,0.46814072,-1.8938788,0.36806843
287,0.6886137,1.4760253,-0.5128306,1.4734157,0.12230815,-0.006682457,0.13880327
288,-0.14425224,-1.0653828,-0.9607726,0.6448089,1.0204935,0.38622254,1.1367663
289,-0.13211897,-0.18437979,-0.4054832,1.5462074,0.057821833,-0.107145146,0.0704529
290,0.12922896,-1.0641679,0.31363225,-0.7134349,-0.25650352,1.0291344,-0.24572216
291,0.3084666,-0.6384016,1.8415738,0.5880139,-1.125942,-1.1145774,-1.0417925
292,0.62305015,-0.69632035,0.34915733,-1.3003743,-0.25563973,1.0291617,-0.24570741
293,-1.4198277,0.33426356,0.20895733,-0.69811374,0.057821833,0.9614474,0.1310087
294,0.16051668,0.327105,0.1610068,-0.8296996,0.3779935,0.8154269,0.4940389
295,-0.5324815,2.1763196,0.31130457,-0.73390895,-0.25563973,1.029184,-0.24570313
296,-1.0035056,-1.0613202,-1.4308138,-0.08803941,0.4295701,-1.8370464,0.34407383
297,0.29244784,-0.66545826,0.8438344,-0.35912865,-1.2840859,0.577625,-1.3993646
298,-0.8571557,0.8389598,1.5827488,0.92670125,-1.2386559,0.5938305,-1.3502748
299,-0.99766487,-1.0475857,-1.3240299,0.31174585,0.35800222,-1.4435157,0.2909753
300,0.28701457,-1.0782478,0.31519726,-0.70976657,-0.2561119,1.0291345,-0.24571946
301,0.6886609,1.9373238,0.8676089,1.4073244,-0.60504335,0.97185993,-0.6585738
302,1.0006628,-0.12549739,0.7295977,1.6764028,-0.50395584,0.20114268,-0.5022642
303,0.13530463,-1.0936033,2.0011735,0.29701954,-1.8593925,-0.35744855,-1.8280009
304,-0.6097658,-0.123802476,0.31495705,-1.332274,-0.25563973,1.0291498,-0.24571107
305,0.6886047,0.7151578,1.6919637,-0.38037926,-2.4467304,-0.33506453,-2.5171833
306,0.5836672,1.9922026,-0.6526242,1.3076748,0.17216012,-0.34511057,0.16752619
307,0.07349104,0.31591275,-0.3898345,-0.25817236,1.0221157,0.3786699,1.1627378
308,-0.5735668,-1.0757084,-1.0882372,0.85954195,0.9343293,0.43755898,1.0676837
309,-0.86659086,-0.36559883,-1.1030155,0.14195536,0.9891836,-0.4549801,0.98833287
310,0.3009074,0.32761306,-0.09498078,0.8709193,0.057821833,0.96148556,0.13100915
311,-0.86834645,-1.0851294,0.29322478,1.725359,-0.2650815,1.0291893,-0.24588957
312,-0.15234944,-0.04563914,0.29880893,-1.2946074,-0.25563973,1.0291502,-0.2457119
313,1.289142,0.5555121,1.4414324,-0.3851248,-2.1630104,-0.05130004,-2.2626448
314,-0.9440177,-1.0616586,0.2983727,-1.2363939,0.16161442,0.92999256,0.24835323
315,-1.9057002,-1.0644624,-0.8487549,0.007784025,1.486222,0.03813413,1.5612473
316,0.58831257,1.9769846,1.8031651,0.61369926,-1.235152,-0.68587255,-1.1788489
317,-0.90663326,-0.8153307,0.35339308,-1.2721127,-0.25563973,1.0291337,-0.24572788
318,0.4358538,2.1152363,1.7135288,0.81450063,-1.028864,-0.84633964,-0.9668138
319,0.5103216,1.7104622,0.34122175,-1.3161583,-0.25563973,1.0291417,-0.24571082
320,-0.15066718,-0.38513866,-1.5887989,-0.61162287,0.89549077,-1.905496,0.7337597
321,0.65680206,-0.52840173,2.0647128,0.05071878,-1.6810008,-1.0140637,-1.5885512
322,-0.12651105,0.3335378,1.3780143,1.2557899,-0.7814719,-0.82620955,-0.73386186
323,-1.4131719,-1.0708051,-0.4742347,-0.69945854,2.3375633,-0.8445454,2.291024
324,-2.749789,-1.0658104,0.16986185,0.4099931,-0.119704016,1.0139965,-0.09143999
325,0.688963,-0.6609471,-1.3967574,0.21116164,1.0854439,-0.7718579,1.0330487
326,0.6821546,-1.2111796,1.4737391,0.71986884,-1.2756503,0.5806928,-1.3904147
327,0.020797469,1.9541914,0.2953195,-0.19834085,-0.25563973,1.0291692,-0.24573088
328,0.74767005,-0.8623862,0.3593831,-1.2804013,-0.2556403,1.0291597,-0.24570772
329,0.32078153,-0.6729129,0.4462005,1.5591073,-0.35888636,-0.7934175,-0.34712517
330,1.3135681,0.85210466,0.3415509,-1.2507973,-0.25587398,1.0290407,-0.24598123
331,0.44046602,0.44294557,-1.2514106,0.41926473,0.39935467,-1.3010666,0.3233395
332,-0.8645864,-1.0488827,0.17986257,1.6841741,-0.26440403,-0.757027,-0.25437313
333,0.3061058,-1.0667326,-1.0722964,0.88196075,0.9428552,0.43780968,1.0687228
334,0.68426347,0.3395942,2.1360328,-0.16510764,-1.8619548,-1.0698234,-1.7610528
335,0.68892086,-0.7351086,-0.18363743,1.6625935,-0.039293405,0.13502808,-0.020586206
336,0.68858564,2.180167,1.7077981,0.81910837,-0.91315836,-1.0206548,-0.84738797
337,0.79246616,0.33734724,-1.1516047,0.7509508,0.72986996,-0.37710088,0.7220353
338,-0.9799106,-0.35517034,-1.3393906,-0.4013597,2.5655143,-1.1748415,2.5954266
339,-0.4681696,-0.7019587,-0.18743767,1.645639,-0.054924585,-0.117401406,-0.04288829
340,-0.14402238,-0.12633072,-0.14117272,-0.7992365,1.6251297,-0.17814296,1.7232417
341,0.6227169,-0.12948129,2.2006683,-0.4370765,-2.4878895,-1.1332207,-2.3827353
342,-1.1945071,-1.0942092,-0.8190213,1.198687,0.38343593,-0.26176012,0.37812465
343,-1.0165242,-0.80992126,0.33888167,-1.2488426,-0.25563973,1.029157,-0.2457011
344,0.31573573,1.9405193,0.30347252,-0.73606735,-0.25563973,1.0291431,-0.24570867
345,-0.13951857,-0.697192,-1.1273609,0.74537003,0.3518017,-1.0763173,0.30503628
346,0.35692438,0.33061603,-1.1285291,0.74229795,0.3439884,-1.0393646,0.30645317
347,-0.62444454,-0.31801194,-1.4322834,-0.079815015,0.56087947,-1.664507,0.42579156
348,-0.44836572,0.32670996,0.6089686,1.720929,-0.43785113,0.202911,-0.43423605
349,-0.8243724,0.5267716,0.34822676,-1.2994609,-0.25563973,1.0291395,-0.24570033
350,0.2902898,1.3339173,0.3168458,-1.2504826,-0.25563973,1.029139,-0.24573451
351,1.0596337,-0.6018062,2.081513,-0.0047206,-1.423559,-1.3586096,-1.3069134
352,0.6886087,-0.79199505,0.32194993,-1.3256905,-0.25563973,1.0291481,-0.24571875
353,0.65685624,-1.0910779,0.11895115,-0.7004443,0.39171863,0.8201249,0.4869185
354,-0.45738435,-1.07737,-0.22186686,-0.05123197,0.5897446,0.7036487,0.68902075
355,0.6827057,0.5070207,-1.0228205,0.79363626,0.53730345,-0.48969227,0.5035471
356,0.077690706,-0.35533518,1.3757511,1.2147588,-0.7965501,-0.7428592,-0.7508952
357,1.5386167,0.51365465,2.2512038,-0.91282356,-1.9634422,-1.957076,-1.7624937
358,-0.75834006,0.16694216,1.8286186,0.604093,-1.103507,-0.9900887,-1.0287797
359,1.5437889,0.54931015,1.7133068,-0.13411638,-2.1477206,-0.032969803,-2.2497501
360,-0.104090415,-0.35414356,-0.89321357,0.33853993,1.1176063,0.2902903,1.2516997
361,2.202455,-0.6856856,-0.60285026,1.3952392,0.07515138,-0.5999118,0.064391956
362,0.3931756,-0.056135695,1.862621,0.5765169,-1.4326236,-0.33562586,-1.4226263
363,-2.6008685,-1.0728481,0.16967201,0.40940237,-0.11986099,1.0139807,-0.0914375
364,-0.16497956,-0.044820163,0.30058023,-1.2942672,-0.25563973,1.029133,-0.24570225
365,0.11712782,0.35907298,1.5086133,1.0247295,-1.0153801,-0.31948793,-0.991166
366,0.6886087,2.164649,-1.4526068,0.017417233,0.7974738,-1.3216132,0.7000133
367,-0.5269659,-0.6433728,0.3161188,-1.2520145,-0.25563973,1.0291297,-0.24571697
368,0.3824295,1.1771688,-0.26478195,-0.4077953,0.99902827,0.37885076,1.1333457
369,-0.0329681,0.3185412,-1.5563041,-0.3530169,1.7754132,-1.4259279,1.6314578
370,-0.14795807,1.131667,-0.40758058,0.73296356,0.36995476,0.820568,0.485385
371,-1.4139649,-1.0926896,0.8953393,-0.12372936,-1.2190448,0.57721037,-1.3642867
372,-0.6968386,-0.77871907,0.30391037,-1.2605892,-0.25563973,1.0291553,-0.24571376
373,0.289812,-0.5894518,-0.22439243,-0.7558403,1.8126166,-0.34987584,1.8979723
374,-0.11575493,-1.0770512,-0.32804555,1.5933663,-0.0036730953,-0.35964322,0.00042271972
375,0.58203214,-0.2107791,0.28691614,1.7515737,-0.28625786,-0.19848673,-0.2768644
376,0.058044415,1.6621567,0.30059013,-1.2870868,-0.25563973,1.0291374,-0.24573073
377,-1.8876379,-1.0690827,-0.09448056,-0.562531,0.91103894,0.4554149,1.007329
378,-0.85420465,-1.0755907,0.29406247,1.7355663,-0.26534033,1.0292239,-0.24592187
379,1.5561962,-1.0625687,-1.154358,0.7084743,0.35665613,-1.0778656,0.30602217
380,0.66605353,1.3483973,1.5718178,1.0357513,-0.8940743,-0.82894343,-0.8390962
381,1.105811,1.1048088,1.4837232,-0.34615493,-2.1950865,-0.08081951,-2.2921765
382,-0.259457,-0.35181198,-1.4585347,-0.041149646,0.65626097,-1.5532328,0.53822863
383,0.093037955,-0.6041495,-0.24902478,0.3255979,0.3712834,0.8200947,0.4869165
384,-2.7474394,-1.06975,0.1687866,0.41032404,-0.11930175,1.0139694,-0.09144916
385,-1.0168012,-0.7918592,2.0717785,-0.52716416,-3.0006137,-0.9337765,-3.0161142
386,-0.14844388,0.2953877,-0.8604153,1.0170816,0.26886785,-0.75373846,0.23315959
387,-1.8466429,-1.0891126,-1.0681828,0.88206893,0.5847225,-0.56769377,0.5540587
388,-0.051561464,0.2837464,-1.0213468,0.9165421,0.4920442,-0.4825911,0.47103024
389,-0.08724357,-1.0746559,-1.6375589,-0.96940535,1.2258275,-2.2062542,1.0219882
390,-1.0319628,-1.057738,0.5144231,-0.14779522,-0.5741777,0.9942877,-0.61741775
391,-0.09798866,2.111441,-1.0264434,0.8306273,0.34122065,-0.83611745,0.29435918
392,0.7161133,0.19478089,-0.18915738,1.651754,-0.070624515,-0.12676665,-0.059465036
393,0.6806249,1.1242414,-0.63954985,1.0058943,0.4855298,0.70663774,0.5973751
394,-1.0768201,-1.0380867,-1.5231712,-0.35908127,0.42317575,-1.7915428,0.33415726
395,0.6886087,1.1942934,0.29784092,-1.2653556,-0.25563973,1.0291295,-0.24572656
396,1.4919716,1.2409127,-1.5249515,-0.22346994,0.62277395,-1.5699357,0.5275586
397,-0.044207025,0.73712754,0.29988393,-1.2917241,-0.25563973,1.029145,-0.24573132
398,0.28269345,0.13105662,0.28246933,0.28129002,-0.24864802,1.0203867,-0.23622996
399,1.5558921,0.6095884,-0.038884364,1.7084405,-0.13203642,-0.06864307,-0.12031865
400,-1.96301,-1.053831,-1.0595584,0.87313896,0.42012125,-0.8065763,0.38421127
401,-0.043648943,-1.0836442,-1.496742,-0.08539185,1.9562154,-0.93484473,1.8901527
402,-0.35364637,-0.32953954,0.50051373,-0.676417,-0.81056404,0.8806644,-0.8939489
403,0.20871548,2.1745017,0.31379005,-1.324464,-0.25563973,1.0291322,-0.24571943
404,0.6886087,1.0444713,0.018467141,-0.653655,0.6407113,0.6310667,0.7708214
405,0.6886087,0.8712592,-0.07442824,1.6495532,-0.14740348,-0.42554808,-0.14317599
406,-0.934972,-1.0820211,0.29389632,1.7275386,-0.26546475,1.0292137,-0.24587487
407,-0.18051954,-0.04688103,0.29938772,-1.29469,-0.25563973,1.0291544,-0.24570422
408,-2.7519963,-1.0620775,0.27839488,-0.9158375,-0.120740704,1.0139828,-0.09145094
409,-1.1959485,-1.058374,0.51468754,-0.14955766,-0.57384664,0.9942908,-0.6174086
410,0.58865887,0.32682094,0.26820105,-0.27476764,-0.21105328,1.0182484,-0.19103031
411,-0.081238165,-1.082773,0.32292056,-1.3005242,-0.23707548,1.0291383,-0.24572627
412,1.1338215,1.5357589,1.1088675,-0.9504028,-2.7685497,-0.68204224,-2.8032942
413,-2.9338417,-1.024418,-1.6204519,-0.74164736,2.0219781,-2.0732617,1.7667494
414,0.6886087,1.1988697,0.3003563,-1.264417,-0.25563973,1.02916,-0.24569666
415,-1.7347596,-1.0692824,-1.3283232,0.29458234,0.3577163,-1.4373531,0.29103753
416,-0.69238,-1.0397282,-1.6127908,-0.68568134,1.0202401,-2.0301397,0.8508084
417,-2.9946485,-1.0778515,0.17878471,-1.0744216,3.004083,-1.5120574,2.914139
418,0.5481186,1.7475554,0.48593667,0.72711897,-0.43075353,1.011728,-0.45321134
419,0.6394242,-1.0750943,0.16301315,1.7374132,-0.22743835,-0.20525278,-0.21839184
420,0.3609795,-1.0623863,2.0007854,0.29778427,-1.8610233,-0.36192054,-1.827234
421,0.03052074,-1.0666436,-1.1722099,0.632003,0.2865659,-1.2616026,0.23598294
422,0.6886087,1.9479378,1.1302415,1.4804986,-0.74348426,0.6092704,-0.7889109
423,-0.15038712,-0.046798263,0.2991852,-1.2949373,-0.25563973,1.0291542,-0.24569678
424,-0.43436348,-0.19063711,0.3526064,-1.2426325,-0.25589994,1.0280845,-0.24595664
425,1.8766646,2.1751232,-0.58567315,0.5562644,0.5956826,0.67313766,0.72660726
426,0.65035,-1.0798705,0.117561564,-0.704836,0.3872484,0.8201192,0.48692092
427,0.715767,-0.073135845,0.11332048,0.33876818,-0.064084545,0.9893632,-0.013956121
428,-0.154371,-0.18377268,-0.40452105,1.5440202,0.057821833,-0.112718135,0.07018342
429,0.36948422,2.1820953,-1.5975542,-0.6345998,0.93043226,-1.9044882,0.72902966
430,-0.09870533,-0.12007151,0.9360828,0.16350107,-1.0404377,0.7439321,-1.1445023
431,-0.098746486,-0.1712958,0.52877855,-1.2134216,-2.4448645,-0.3205061,-2.5191066
432,2.1324458,1.7474313,0.29903743,1.7656896,-0.27201954,0.9146639,-0.26276943
433,1.04038,-0.13620463,-1.5891209,-0.59683335,1.3438398,-1.8860449,1.1496147
434,-1.350499,-1.0808458,0.51448953,-0.15011229,-0.57382715,0.99427843,-0.6174135
435,0.5330895,2.030021,-0.5850815,1.3896606,0.11039133,-0.4661874,0.10443728
436,-0.71434194,-1.0719286,0.30091214,0.9601085,-0.25921637,1.029123,-0.2457165
437,0.68860567,-0.83956796,-0.49044666,-0.77650917,2.4988415,-1.1010177,2.530515
438,-1.2073139,-1.0745847,-0.4682567,1.4771168,-0.0039416873,-0.7822765,-0.018574419
439,-1.1650794,-1.0789269,-1.573321,-0.46065107,0.546727,-1.931531,0.44094804
440,0.6886097,1.9438052,1.6370935,0.9597239,-1.1436312,0.0015646438,-1.1621668
441,0.3700202,-0.8456697,1.60096,0.92393965,-0.87268794,-1.030638,-0.8090038
442,0.27689785,0.20145857,1.8245674,-0.80898637,-3.215319,-1.1773002,-3.2165415
443,-0.10823889,1.0967346,0.30820796,-0.7312861,-0.25563973,1.0291965,-0.24572855
444,-0.63221556,1.1652592,0.06840357,-0.33463773,0.19977717,0.903645,0.2941867
445,0.66141826,-0.5823477,-0.32135928,1.59561,0.057821833,0.17841686,0.08212143
446,0.6901334,-0.07081846,1.4714179,-0.3211175,-2.1268141,-0.02699243,-2.2274895
447,-1.9190872,-1.0840764,0.03207073,-0.4332512,0.39652294,0.8201219,0.48692325
448,-0.784051,-0.4112408,-0.38497385,-0.068937495,0.7965912,0.5183788,0.93161637
449,0.6886037,0.17583497,0.35044485,-1.2658525,-0.25563973,1.0291467,-0.24571735
450,0.47082025,-1.0917765,2.0049565,0.28585827,-1.8561848,-0.35694915,-1.8280886
451,0.68805265,-0.6119681,1.2142937,1.3531445,-0.7100108,-0.6874009,-0.6727747
452,0.48081154,0.3376732,2.1230214,-0.104156755,-1.9461967,-0.92790407,-1.8642457
453,0.36924332,0.13627814,0.30071408,-1.2986441,-0.25563973,1.0291523,-0.24571106
454,0.6886087,0.54061556,2.0188446,0.21832262,-1.9612509,-0.11036816,-2.0245247
455,0.4843718,-0.12607746,2.1800742,-0.37082267,-1.8248392,-1.469715,-1.6793894
456,0.22545192,0.25527886,-0.09617601,0.8704485,0.057821833,0.9614733,0.1310166
457,-1.4421761,-1.0615785,-1.0372056,0.93079096,0.55965537,-0.43546942,0.5444167
458,0.6886087,-0.30078536,0.3508548,-1.2665869,-0.25563973,1.0291442,-0.24571462
459,0.4362553,0.89016855,0.33735943,-1.3212622,-0.25563973,1.0291466,-0.24569564
460,1.4176424,0.15680969,1.2340597,1.393771,-0.8190179,0.36551133,-0.8496129
461,0.33639076,0.31829512,-0.6577064,0.2312178,0.90817934,0.4460282,1.0458534
462,-1.5039897,-1.0448079,0.18185727,-0.6687987,0.13508593,0.93903345,0.2042375
463,0.2922491,0.0041724313,0.33734837,-1.2511832,-0.25563973,1.0291489,-0.2457156
464,0.55552626,-1.0835233,0.117852345,-0.7027715,0.38928726,0.820134,0.4869064
465,-0.05213761,-1.0729604,-1.1702775,0.63689727,0.2867387,-1.2604592,0.23605667
466,-0.09854875,-0.5817842,-1.3350211,-0.24673171,2.328952,-0.9262846,2.3643079
467,-0.99549174,-0.35811242,0.29989222,-0.15427248,-0.25563973,1.0291495,-0.24572106
468,-1.7771106,-1.0436,-1.6393653,-0.92427117,1.9056872,-2.3760211,1.6142135
469,-0.12612963,0.3371916,1.3011348,1.3304461,-0.7426338,-0.7803465,-0.69971275
470,-0.09272402,2.1015007,-0.05699572,0.27552992,0.12933339,0.93553144,0.21397509
471,-0.17334376,-0.54908454,-1.1898941,0.6869716,0.99820656,-0.10740276,1.039743
472,-0.7922596,-1.0790383,0.18226378,1.6821091,-0.26344147,-0.7732185,-0.25511912
473,0.36372373,1.5195346,0.33251554,-1.247551,-0.25563973,1.0291395,-0.24572864
474,-0.7574417,0.17176197,2.190539,-0.43600303,-1.5612669,-1.6543093,-1.4137878
475,1.5308979,1.2567269,-1.1331633,0.76519793,0.42138216,-0.7677519,0.37733057
476,0.7090038,0.6059643,-1.4204423,-0.077697664,1.9376525,-0.72269803,1.9523777
477,0.7978211,0.7784961,1.0512904,1.5216386,-0.6961711,0.2837246,-0.71281904
478,0.26924428,-0.12762529,-1.5373241,-0.2882617,2.0280664,-1.3201668,1.9115951
479,0.4081886,-1.0688413,0.31235844,-1.2508485,-0.19082093,1.0601177,-0.25725687
480,0.6233011,-0.336799,0.35574666,-1.3000274,-0.25563973,1.0291425,-0.24570742
481,-1.0881615,-1.0450242,-1.1193807,0.7861951,0.4921674,-0.76720583,0.44758555
482,0.6886087,-0.7850982,1.4018719,1.2340469,-0.93286216,-0.047907326,-0.93446696
483,0.7441579,-0.66832346,1.0252157,-0.7559602,-2.1844423,-0.08073537,-2.2800086
484,0.7844894,0.98659873,0.33046705,-1.1290312,-0.25020465,1.0291444,-0.24571101
485,0.43430805,-0.5347481,-0.008181392,-0.8275102,1.2015787,0.23085725,1.3352594
486,1.1750413,0.32352638,0.638749,1.7017124,-0.4435965,0.97669446,-0.46667093
487,0.35050744,0.8903153,0.33821878,-1.3236806,-0.25563973,1.0291463,-0.24573971
488,-1.5305377,-1.0641949,-1.4267492,0.13214806,1.7697724,-0.5295427,1.7738484
489,-1.1431737,-1.0876269,0.5149946,-0.150568,-0.5739385,0.9943081,-0.6174215
490,0.6750772,1.0024495,-1.1639252,0.7105791,0.34251454,-0.9978999,0.3119274
491,-0.15266763,-0.044484638,0.30074492,-1.2944591,-0.25563973,1.0291446,-0.24572287
492,0.6872858,1.936042,0.55571383,1.4446075,-0.41236195,1.0050586,-0.43034112
493,1.4696945,0.11203375,1.9678138,0.35080054,-1.5432093,-0.5643624,-1.5056609
494,0.4369539,0.35445666,0.73868763,-0.6895682,-1.4535356,0.4913281,-1.5776044
495,0.9988681,1.4716909,-0.599089,1.4119973,0.22127447,0.17810671,0.2513266
496,-0.6009168,-1.0477223,-1.618389,-0.78871447,0.6196509,-1.9771876,0.49701768
497,0.29026672,-0.5815801,0.32266203,-1.2471665,-0.2556398,1.0291371,-0.2457079
498,-0.043443177,1.2558273,-0.39829692,1.5537416,0.057821833,-0.083882645,0.07122193
499,-0.13862425,-1.0718277,-0.22141105,-0.049788114,0.59063256,0.7036568,0.68902194
500,0.42900226,-1.0696616,0.31567505,-0.70941937,-0.2560615,1.0291532,-0.24571055
501,0.8753694,1.0100746,-0.29062977,1.6090361,-0.06804899,-0.47785157,-0.06416969
502,-2.9912186,-1.0853848,0.07966418,-1.0427333,3.0042672,-1.5120535,2.9141448
503,0.6422076,-0.24825488,-0.18258432,0.007860903,0.42135182,0.79391646,0.5421154
504,-0.4859479,0.97646624,1.7324979,0.76850003,-0.9679195,-1.1066287,-0.8941085
505,0.33603445,-1.0607717,-1.1843426,0.6123065,0.29068246,-1.2636721,0.23670888
506,0.43192917,0.89074045,0.33776826,-1.324114,-0.25563973,1.0291483,-0.24570158
507,0.6886087,1.0700564,0.3211573,-1.3301636,-0.25563973,1.0291623,-0.2457009
508,-1.242451,-1.0486214,-1.6104689,-0.7347265,0.507663,-1.9956104,0.3990585
509,0.61624473,1.7090229,0.3426244,-1.3168951,-0.25563973,1.0291493,-0.24573578
510,-1.6827134,-1.0699341,-0.46078885,1.5199116,0.1846035,0.36732906,0.22687654
511,-0.89999247,-1.0820699,0.28700617,-1.1672573,0.20040399,0.9187695,0.27636918
512,0.5592672,1.5063044,2.0357637,0.0055547515,-2.309078,-0.1943636,-2.394596
513,-1.0002536,-1.039143,-1.5521626,-0.43806395,0.4280973,-1.8002511,0.3377474
514,0.31392094,1.255828,-0.39841104,1.5529642,0.057821833,-0.08053164,0.071439564
515,0.41314408,1.915776,-1.1604382,0.44153967,1.3168718,0.14249927,1.4472064
516,-0.19740954,2.1797917,0.2075857,1.7020072,-0.25563973,-0.35485065,-0.25314274
517,-0.28094015,-1.0671649,-0.7921553,1.2430365,0.30990893,-0.2940214,0.3096024
518,-2.7498572,-1.0646594,0.2518484,-0.5860084,-0.12154315,1.0139703,-0.09143586
519,-0.99740887,-0.3350008,0.20785391,-0.69903547,0.057821903,0.96145326,0.1309996
520,0.6886087,-0.7987604,1.0996631,1.1445012,-0.82377106,0.86911833,-0.90745604
521,-0.6997475,-0.4102578,-0.080968864,-0.72605926,1.1713991,0.25582573,1.3063585
522,0.6355076,-1.1356212,0.35101014,-1.3009207,-0.25563973,1.0291455,-0.24571079
523,0.6878308,-0.52815205,-0.6378325,0.47912532,0.7119866,0.586959,0.8448205
524,0.3718942,1.0072908,-0.9315211,0.9010815,0.8057977,0.51085746,0.9455848
525,0.24315295,0.34567675,0.3644337,-1.0628737,-0.648864,0.94714695,-0.7082034
526,0.3257792,2.1870549,0.9272552,-0.024062574,-1.021146,0.71097785,-1.1105415
527,0.41768906,-1.0651451,0.3153068,-0.709589,-0.2561594,1.0291519,-0.24570893
528,0.28743315,0.13927975,-1.2685494,0.3092516,0.38185054,-1.4182268,0.28865194
529,0.6231977,2.1865232,-0.049846567,0.32290587,0.14839594,0.8869695,0.22641411
530,-2.7498572,-1.077438,0.25263086,-0.584599,-0.12055223,1.0139555,-0.09143048
531,-0.48225614,1.1424302,-1.2722014,0.4978755,0.68006134,-0.9248578,0.6145949
532,-1.2995269,-1.041536,-1.5013987,-0.2897517,0.42163938,-1.795161,0.33406815
533,0.6675742,0.6095884,0.34231693,-1.3111511,-0.25563973,1.0291235,-0.24572597
