id,y,x0,x1,x2,x3,x4,x5,x6,x7,x8
1,3,-0.0434783,0.153846,0.194444,-0.353712,-0.450549,-0.698113,-0.346405,-0.0857143,-0.5
2,3,-0.217391,-0.384615,0.222222,-0.676856,-0.78022,-0.735849,-0.51634,0.0857143,-0.666667
3,1,0.347826,0.307692,0.833333,-0.0829694,-0.582418,-0.698113,0.24183,-0.657143,0
4,3,-0.130435,-0.384615,0.166667,-0.519651,-0.648352,-0.735849,-0.581699,0.142857,-0.666667
5,2,-0.478261,-0.153846,-0.166667,-0.117904,0.230769,0.886792,-0.51634,0.0857143,-0.666667
6,2,0.478261,0.846154,0.833333,-0.406114,-0.934066,-0.849057,0.869281,-1,0.833333
7,2,0.0434783,-0.230769,-0.0833333,-0.39738,-0.604396,-0.849057,-0.464052,-0.0857143,-0.666667
8,3,-0.26087,-0.230769,-0.277778,-0.537118,-0.604396,-0.735849,-0.673203,0.257143,-0.833333
9,3,-0.434783,-0.923077,-0.388889,-0.68559,-0.692308,-0.811321,-0.869281,0.6,-1
10,1,-0.130435,-0.153846,0.611111,-0.187773,-0.67033,-0.660377,-0.0718954,-0.428571,-0.166667
11,3,-0.434783,-0.769231,-0.166667,-0.659389,-0.692308,-0.735849,-0.72549,0.371429,-0.833333
12,1,-0.26087,-0.923077,-0.277778,-0.720524,-0.824176,-0.849057,-0.856209,0.6,-1
13,2,-0.347826,0,-0.0555556,-0.414847,-0.538462,-0.849057,-0.477124,-0.0285714,-0.666667
14,3,-0.304348,-0.307692,0.25,-0.650655,-0.758242,-0.698113,-0.477124,0.0285714,-0.666667
15,2,-0.0869565,0.230769,0.0833333,-0.135371,-0.472527,-0.886792,-0.189542,-0.371429,-0.333333
16,0,0,0.692308,0.75,-0.152838,-0.604396,-0.735849,0.202614,-0.657143,0
17,3,-0.304348,-0.769231,-0.694444,-0.956332,-0.89011,-0.849057,-0.921569,0.771429,-1
18,2,0.130435,-0.384615,0.0277778,-0.187773,-0.516484,-0.849057,-0.150327,-0.428571,-0.333333
19,1,0.347826,0.615385,0.666667,-0.283843,-0.692308,-0.698113,0.359477,-0.714286,0.166667
20,0,0.217391,0.769231,0.666667,-0.0305677,-0.516484,-0.698113,0.254902,-0.657143,0.166667
21,2,-0.521739,0.0769231,-0.0277778,-0.572052,-0.626374,-0.849057,-0.45098,-0.0285714,-0.666667
22,3,-0.521739,-0.692308,-0.638889,-0.851528,-0.736264,-0.886792,-0.856209,0.657143,-1
23,2,-0.0869565,-0.230769,-0.333333,-0.39738,-0.516484,-0.811321,-0.503268,-0.0285714,-0.666667
24,2,-0.391304,-0.538462,-0.166667,-0.615721,-0.692308,-0.811321,-0.594771,0.142857,-0.833333
25,1,0.130435,0.538462,0.805556,0.00436681,-0.582418,-0.660377,0.202614,-0.657143,0
26,3,-0.478261,-0.0769231,0.111111,-0.563319,-0.626374,-0.735849,-0.542484,0.0857143,-0.666667
27,1,-0.565217,-0.769231,-0.611111,-0.868996,-0.78022,-0.849057,-0.79085,0.542857,-0.833333
28,1,0.478261,0.615385,0.611111,-0.135371,-0.604396,-0.660377,0.385621,-0.714286,0.333333
29,2,0.26087,-0.0769231,0.25,-0.222707,-0.626374,-0.849057,0.0457516,-0.6,-0.166667
30,1,-0.695652,-0.615385,-0.361111,-0.781659,-0.824176,-0.811321,-0.555556,0.142857,-0.666667
31,3,-0.304348,-0.230769,0.25,-0.510917,-0.626374,-0.660377,-0.437908,-0.0285714,-0.666667
32,1,-0.347826,-0.307692,0.0277778,-0.58952,-0.758242,-0.773585,-0.633987,0.2,-0.833333
33,0,-0.130435,-0.846154,-0.277778,-0.563319,-0.736264,-0.849057,-0.607843,0.142857,-0.833333
34,0,0.217391,0.153846,0.861111,0.0305677,-0.538462,-0.698113,0.254902,-0.657143,0.166667
35,0,-0.391304,-0.615385,0.25,-0.362445,-0.692308,-0.773585,-0.320261,-0.2,-0.5
36,3,0.173913,0,0.388889,-0.406114,-0.56044,-0.735849,-0.411765,-0.0285714,-0.5
37,2,-0.608696,-0.153846,-0.111111,-0.877729,-0.89011,-0.811321,-0.477124,0.0285714,-0.666667
38,3,-0.26087,0.153846,0.277778,0.764192,0.736264,0.773585,-0.464052,0.0285714,-0.666667
39,1,0.434783,0.538462,0.611111,-0.371179,-0.846154,-0.698113,0.359477,-0.714286,0.166667
40,2,-0.652174,-0.0769231,-0.222222,-0.432314,-0.428571,-0.849057,-0.490196,0.0285714,-0.666667
41,0,-0.0434783,0.153846,0.777778,-0.0393013,-0.56044,-0.735849,0.215686,-0.657143,0
42,3,-0.347826,-0.692308,-0.694444,-0.991266,-0.89011,-0.886792,-0.908497,0.771429,-1
43,3,-0.0869565,0.230769,0.305556,-0.71179,-0.846154,-0.660377,-0.398693,-0.0285714,-0.5
44,1,-0.130435,-0.692308,0,-0.310044,-0.648352,-0.773585,-0.320261,-0.2,-0.5
45,1,1,0.615385,0.833333,0.0131004,-0.604396,-0.622642,0.320261,-0.714286,0.166667
46,3,-0.130435,0,0.166667,-0.641921,-0.758242,-0.660377,-0.385621,-0.0285714,-0.5
47,3,-0.217391,-0.230769,-0.166667,-0.746725,-0.824176,-0.773585,-0.764706,0.428571,-0.833333
48,2,-0.478261,-0.307692,-0.277778,-0.842795,-0.846154,-0.849057,-0.529412,0.142857,-0.666667
49,3,-0.304348,0.0769231,0.138889,-0.624454,-0.626374,-0.660377,-0.424837,0.0285714,-0.5
50,1,-0.217391,-0.0769231,0.0833333,-0.371179,-0.736264,-0.735849,-0.333333,-0.2,-0.5
51,1,-0.782609,-0.615385,-0.361111,-0.90393,-0.912088,-0.849057,-0.607843,0.2,-0.666667
52,1,-0.173913,-0.615385,-0.138889,-0.388646,-0.582418,-0.811321,-0.45098,-0.0285714,-0.666667
53,0,0.0869565,0.692308,0.694444,0.0829694,-0.494505,-0.735849,0.281046,-0.714286,0.166667
54,2,0.217391,-0.307692,-0.388889,-0.379913,-0.56044,-0.849057,-0.51634,-0.0285714,-0.666667
55,2,0.217391,0.769231,0.777778,-0.292576,-0.868132,-0.849057,0.895425,-1,0.833333
56,3,-0.0869565,-0.769231,-0.277778,-0.58952,-0.692308,-0.773585,-0.72549,0.371429,-0.833333
57,1,0.0434783,-0.153846,0.555556,-0.20524,-0.648352,-0.735849,-0.0457516,-0.428571,-0.166667
58,3,-0.304348,0.0769231,0.222222,-0.746725,-0.824176,-0.660377,-0.411765,0.0285714,-0.5
59,0,0.478261,0.538462,0.75,0.0218341,-0.582418,-0.660377,0.267974,-0.657143,0.166667
60,3,-0.478261,-0.538462,-0.222222,-0.868996,-0.89011,-0.886792,-0.79085,0.542857,-0.833333
61,0,0.304348,0.307692,0.611111,-0.0567686,-0.648352,-0.735849,0.0588235,-0.542857,-0.166667
62,0,-0.826087,-0.615385,-0.361111,-0.729258,-0.736264,-0.886792,-0.764706,0.485714,-0.833333
63,3,0,-0.461538,-0.166667,-0.860262,-0.934066,-0.773585,-0.673203,0.371429,-0.833333
64,2,-0.565217,-0.307692,-0.277778,-0.545852,-0.56044,-0.811321,-0.503268,0.0857143,-0.666667
65,2,-0.130435,-0.0769231,0.277778,-0.152838,-0.516484,-0.811321,-0.0588235,-0.485714,-0.166667
66,0,-0.304348,-0.384615,-0.0277778,-0.659389,-0.802198,-0.811321,-0.555556,0.142857,-0.666667
67,2,-0.652174,-0.230769,-0.222222,-0.816594,-0.78022,-0.773585,-0.51634,0.142857,-0.666667
68,0,0.0869565,0.692308,0.694444,0.00436681,-0.516484,-0.660377,0.477124,-0.771429,0.333333
69,3,-0.434783,-0.153846,0.0555556,-0.475983,-0.538462,-0.735849,-0.607843,0.142857,-0.833333
70,2,0.0869565,0.230769,0.222222,0.00436681,-0.406593,-0.811321,0.0196078,-0.542857,-0.166667
71,0,0,0.692308,0.611111,-0.502183,-0.846154,-0.698113,0.346405,-0.714286,0.166667
72,0,0.0434783,1,0.888889,0.0742358,-0.494505,-0.660377,0.464052,-0.771429,0.333333
73,0,-0.173913,-0.538462,0.416667,-0.240175,-0.67033,-0.773585,-0.163399,-0.371429,-0.333333
74,0,-1,-0.692308,-0.638889,-0.938865,-0.846154,-0.849057,-0.816993,0.657143,-0.833333
75,3,-0.304348,-0.307692,0.361111,-0.624454,-0.692308,-0.660377,-0.490196,0.0285714,-0.666667
76,0,0.217391,0.538462,0.75,-0.135371,-0.648352,-0.735849,0.0849673,-0.542857,-0.166667
77,1,-0.217391,-0.538462,0.194444,-0.423581,-0.714286,-0.773585,-0.215686,-0.314286,-0.333333
78,1,-0.434783,-0.461538,-0.388889,-0.68559,-0.67033,-0.811321,-0.503268,0.0857143,-0.666667
79,2,0.347826,0.461538,0.5,-0.0917031,-0.582418,-0.886792,0.254902,-0.714286,0.166667
80,2,-0.304348,-0.153846,-0.222222,-0.921397,-0.934066,-0.811321,-0.503268,0.0857143,-0.666667
81,2,-0.391304,0,-0.138889,-0.519651,-0.582418,-0.849057,-0.490196,0.0285714,-0.666667
82,2,0.130435,0.384615,0.444444,-0.135371,-0.604396,-0.886792,0.267974,-0.714286,0.166667
83,3,-0.0869565,-0.769231,-0.222222,-0.799127,-0.846154,-0.811321,-0.803922,0.485714,-0.833333
84,0,-0.73913,-0.461538,0.111111,-0.746725,-0.824176,-0.811321,-0.542484,0.2,-0.666667
85,2,-0.304348,-0.461538,0,-0.266376,-0.362637,-0.811321,-0.503268,0.0285714,-0.666667
86,2,0.608696,0.923077,0.833333,-0.336245,-0.912088,-0.849057,0.947712,-1,0.833333
87,3,-0.304348,-0.384615,0.222222,-0.676856,-0.758242,-0.735849,-0.51634,0.0857143,-0.666667
88,3,-0.434783,-0.692308,-0.444444,-0.90393,-0.846154,-0.886792,-0.908497,0.714286,-1
89,2,-0.217391,-0.307692,0.222222,-0.0829694,-0.384615,-0.849057,-0.228758,-0.314286,-0.5
90,0,-0.695652,-0.692308,-0.527778,-0.895197,-0.824176,-0.849057,-0.830065,0.6,-0.833333
91,1,0.347826,0.692308,0.861111,0.0305677,-0.538462,-0.660377,0.385621,-0.714286,0.166667
92,0,-0.0869565,-0.615385,0.222222,-0.528384,-0.824176,-0.735849,-0.254902,-0.257143,-0.5
93,1,0.347826,0.461538,0.666667,-0.240175,-0.736264,-0.735849,0.111111,-0.6,0
94,3,-0.0869565,0.153846,0.305556,-0.49345,-0.626374,-0.698113,-0.411765,-0.0285714,-0.5
95,2,-0.521739,-0.0769231,-0.277778,-0.563319,-0.604396,-0.849057,-0.568627,0.142857,-0.666667
96,0,0.0434783,0.307692,0.888889,-0.0655022,-0.604396,-0.698113,0.333333,-0.714286,0.166667
97,1,-0.304348,-0.307692,0.111111,-0.58952,-0.67033,-0.849057,-0.581699,0.142857,-0.666667
98,2,-0.434783,-0.230769,-0.222222,-0.580786,-0.67033,-0.811321,-0.503268,0.0285714,-0.666667
99,0,-0.0434783,0,0.805556,0.00436681,-0.538462,-0.735849,0.163399,-0.6,0
100,2,-0.391304,-0.153846,-0.305556,-0.825328,-0.802198,-0.849057,-0.51634,0.142857,-0.666667
101,2,-0.608696,-0.0769231,-0.277778,0.292576,0.736264,0.886792,-0.529412,0.0857143,-0.666667
102,3,-0.0434783,-0.307692,0.25,-0.388646,-0.582418,-0.735849,-0.464052,0.0285714,-0.666667
103,3,-0.0869565,-0.307692,-0.222222,-0.598253,-0.626374,-0.811321,-0.79085,0.485714,-0.833333
104,3,-0.173913,-0.615385,-0.444444,-0.772926,-0.67033,-0.886792,-0.973856,0.828571,-1
105,2,0.26087,-0.0769231,0.194444,-0.179039,-0.604396,-0.886792,0.0718954,-0.6,-0.166667
106,1,0.521739,0.538462,0.75,-0.144105,-0.626374,-0.698113,0.411765,-0.771429,0.333333
107,0,0.130435,0,0.805556,-0.0829694,-0.626374,-0.660377,0.111111,-0.542857,0
108,0,-0.478261,-0.538462,0.0277778,-0.58952,-0.736264,-0.773585,-0.503268,0.0857143,-0.666667
109,2,-0.695652,-0.153846,-0.222222,-0.729258,-0.736264,-0.773585,-0.503268,0.0857143,-0.666667
110,2,0.130435,0.153846,0.0833333,-0.170306,-0.538462,-0.849057,-0.0457516,-0.485714,-0.166667
111,3,-0.304348,-0.461538,0.0277778,-0.519651,-0.604396,-0.735849,-0.581699,0.142857,-0.666667
112,3,-0.0869565,0.153846,0.194444,-0.49345,-0.626374,-0.698113,-0.424837,-0.0285714,-0.666667
113,0,-0.826087,-0.615385,-0.0277778,-0.650655,-0.736264,-0.849057,-0.542484,0.142857,-0.666667
114,0,-0.347826,-0.846154,-0.722222,-0.851528,-0.758242,-0.886792,-0.973856,0.885714,-1
115,3,-0.130435,-0.230769,0.25,-0.746725,-0.846154,-0.698113,-0.437908,0.0285714,-0.666667
116,3,-0.0434783,0.0769231,0.333333,-0.49345,-0.626374,-0.660377,-0.385621,-0.0285714,-0.5
117,0,0.173913,-0.0769231,0.666667,-0.0829694,-0.604396,-0.773585,0.163399,-0.657143,0
118,1,0.565217,0.538462,0.916667,0.0218341,-0.516484,-0.622642,0.424837,-0.714286,0.333333
119,2,-0.478261,-0.230769,-0.333333,-0.790393,-0.802198,-0.773585,-0.503268,0.142857,-0.666667
120,2,-0.130435,0.230769,0.0833333,-0.336245,-0.604396,-0.811321,-0.202614,-0.371429,-0.333333
121,1,-0.304348,-0.692308,-0.611111,-0.868996,-0.868132,-0.886792,-0.712418,0.371429,-0.833333
122,3,-0.26087,0.153846,0.0555556,-0.668122,-0.736264,-0.660377,-0.372549,-0.0285714,-0.5
123,3,-0.173913,-0.461538,0.166667,-0.484716,-0.648352,-0.735849,-0.555556,0.0857143,-0.666667
124,1,-0.26087,-0.769231,-0.527778,-0.772926,-0.78022,-0.849057,-0.882353,0.714286,-1
125,3,-0.478261,-0.0769231,-0.138889,-0.598253,-0.648352,-0.773585,-0.594771,0.142857,-0.666667
126,3,-0.26087,0,0.111111,-0.659389,-0.67033,-0.660377,-0.385621,-0.0285714,-0.5
127,2,-0.304348,-0.307692,-0.166667,-0.615721,-0.67033,-0.811321,-0.542484,0.0857143,-0.666667
128,2,-0.478261,-0.384615,-0.277778,-0.554585,-0.604396,-0.245283,-0.51634,0.0857143,-0.666667
129,3,0.0434783,-0.0769231,0.333333,-0.39738,-0.56044,-0.698113,-0.411765,-0.0285714,-0.5
130,2,0.173913,0.153846,0.527778,-0.0829694,-0.538462,-0.811321,0.137255,-0.657143,0
131,1,0.173913,0,0.777778,-0.30131,-0.714286,-0.735849,0.111111,-0.542857,0
132,1,-0.434783,-0.769231,0.0277778,-0.467249,-0.714286,-0.811321,-0.503268,0.0857143,-0.666667
133,1,0.0434783,-0.307692,0.694444,-0.283843,-0.736264,-0.735849,-0.0326797,-0.428571,-0.166667
134,3,0.0869565,-0.538462,-0.222222,-0.851528,-0.956044,-0.811321,-0.712418,0.428571,-0.833333
135,0,0.26087,0.615385,0.666667,-0.484716,-0.868132,-0.698113,0.320261,-0.714286,0.166667
136,3,-0.304348,0.0769231,0.194444,0.90393,0.89011,0.735849,-0.398693,-0.0285714,-0.5
137,3,-0.434783,0.153846,-0.0277778,-0.720524,-0.758242,-0.698113,-0.359477,-0.0285714,-0.5
138,3,-0.391304,-0.307692,-0.333333,-0.598253,-0.626374,-0.698113,-0.72549,0.371429,-0.833333
139,1,-0.347826,-0.692308,-0.361111,-0.772926,-0.758242,-0.886792,-0.830065,0.6,-0.833333
140,3,-0.217391,-0.307692,0.111111,-0.49345,-0.582418,-0.773585,-0.529412,0.0285714,-0.666667
141,1,-0.26087,-0.692308,0.111111,-0.414847,-0.758242,-0.735849,-0.411765,-0.0857143,-0.5
142,2,-0.652174,-0.307692,-0.361111,-0.816594,-0.824176,-0.773585,-0.51634,0.142857,-0.666667
143,0,0.434783,0.230769,0.861111,-0.213974,-0.78022,-0.660377,0.333333,-0.714286,0.166667
144,2,-0.695652,-0.230769,-0.222222,-0.860262,-0.846154,-0.773585,-0.503268,0.0857143,-0.666667
145,0,-0.0434783,-0.0769231,0.111111,-0.283843,-0.67033,-0.811321,-0.320261,-0.2,-0.5
146,0,0.304348,0.615385,0.861111,-0.00436681,-0.626374,-0.622642,0.437908,-0.771429,0.333333
147,3,0.173913,0,0.25,-0.475983,-0.626374,-0.660377,-0.333333,-0.0857143,-0.5
148,2,-0.217391,-0.461538,0,-0.414847,-0.56044,-0.811321,-0.51634,0.0285714,-0.666667
149,1,-0.26087,-0.230769,-0.111111,-0.406114,-0.736264,-0.773585,-0.45098,-0.0857143,-0.666667
150,3,-0.130435,-0.769231,-0.333333,-0.467249,-0.516484,-0.773585,-0.686275,0.314286,-0.833333
151,1,0.347826,0.307692,0.555556,-0.0655022,-0.604396,-0.698113,-0.0196078,-0.485714,-0.166667
152,2,-0.0869565,-0.153846,0.222222,-0.0218341,-0.406593,-0.849057,-0.0588235,-0.485714,-0.166667
153,0,-0.130435,-0.846154,-0.111111,-0.406114,-0.67033,-0.811321,-0.51634,0.0285714,-0.666667
154,1,0.434783,0.230769,0.833333,-0.0655022,-0.626374,-0.735849,0.254902,-0.657143,0.166667
155,3,-0.304348,-0.461538,0.0833333,-0.563319,-0.626374,-0.735849,-0.581699,0.142857,-0.666667
156,2,0.608696,0.769231,0.75,0.0393013,-0.626374,-0.886792,0.803922,-1,0.666667
157,0,-0.478261,-0.769231,0.0555556,-0.606987,-0.824176,-0.811321,-0.542484,0.0857143,-0.666667
158,3,-0.130435,-0.307692,-0.166667,-0.764192,-0.802198,-0.811321,-0.803922,0.542857,-0.833333
159,1,-0.391304,-0.538462,-0.0555556,-0.580786,-0.758242,-0.849057,-0.490196,0.0285714,-0.666667
160,0,-0.217391,-0.0769231,-0.0277778,-0.563319,-0.78022,-0.849057,-0.503268,0.0285714,-0.666667
161,0,-0.608696,-0.615385,-0.638889,-0.816594,-0.736264,-0.886792,-0.72549,0.428571,-0.833333
162,0,0.478261,0.461538,0.694444,-0.00436681,-0.626374,-0.660377,0.176471,-0.6,0
163,1,0.0869565,-0.538462,0.138889,-0.240175,-0.626374,-0.735849,-0.294118,-0.2,-0.5
164,1,-0.478261,-0.461538,-0.111111,-0.694323,-0.736264,-0.886792,-0.738562,0.371429,-0.833333
165,0,0.0869565,0.615385,0.777778,-0.283843,-0.736264,-0.698113,0.320261,-0.657143,0.166667
166,0,0.304348,0.615385,0.416667,-0.344978,-0.78022,-0.660377,0.411765,-0.714286,0.333333
167,1,-0.173913,-0.769231,0.0555556,-0.467249,-0.78022,-0.773585,-0.464052,-0.0285714,-0.666667
168,1,0.608696,0.384615,0.777778,-0.240175,-0.78022,-0.622642,0.320261,-0.714286,0.166667
169,2,-0.608696,-0.0769231,-0.222222,-0.694323,-0.626374,-0.849057,-0.542484,0.142857,-0.666667
170,3,0.0869565,-0.615385,-0.166667,-0.816594,-0.89011,-0.773585,-0.764706,0.542857,-0.833333
171,0,0.521739,0.384615,0.75,-0.187773,-0.714286,-0.660377,0.294118,-0.714286,0.166667
172,2,0.434783,0.615385,0.75,-0.502183,-1,-0.924528,0.764706,-0.942857,0.666667
173,3,-0.0869565,-0.0769231,0.138889,-0.458515,-0.56044,-0.735849,-0.568627,0.142857,-0.666667
174,2,0,0.230769,0.611111,-0.275109,-0.736264,-0.849057,0.320261,-0.714286,0.166667
175,3,-0.130435,0.153846,0.222222,-0.598253,-0.648352,-0.660377,-0.424837,0.0285714,-0.5
176,2,-0.347826,-0.461538,0.0555556,-0.283843,-0.428571,-0.849057,-0.398693,-0.142857,-0.5
177,0,-0.521739,-0.538462,0.388889,-0.336245,-0.714286,-0.811321,-0.150327,-0.371429,-0.333333
178,2,-0.304348,-0.153846,-0.111111,-0.510917,-0.582418,-0.811321,-0.581699,0.142857,-0.666667
179,2,-0.130435,-0.692308,-0.0833333,-0.388646,-0.538462,-0.811321,-0.490196,-0.0285714,-0.666667
180,3,-0.304348,-0.153846,-0.166667,-0.71179,-0.758242,-0.849057,-0.686275,0.314286,-0.833333
181,1,0.26087,0.615385,0.833333,0.0218341,-0.538462,-0.660377,0.24183,-0.657143,0.166667
182,0,-0.782609,-0.769231,-0.444444,-0.895197,-0.802198,-0.849057,-0.856209,0.657143,-1
183,2,-0.217391,-0.307692,-0.277778,-0.432314,-0.582418,-0.811321,-0.568627,0.0285714,-0.666667
184,1,-0.521739,-0.846154,-0.638889,-0.842795,-0.78022,-0.924528,-0.947712,0.885714,-1
185,1,0.304348,0,0.833333,-0.0829694,-0.582418,-0.698113,0.189542,-0.6,0
186,2,0.173913,-0.384615,-0.0277778,-0.117904,-0.472527,-0.886792,-0.163399,-0.428571,-0.333333
187,2,-0.217391,-0.307692,0.138889,-0.222707,-0.516484,-0.886792,-0.254902,-0.314286,-0.5
188,0,0.0869565,-0.0769231,0,-0.458515,-0.714286,-0.811321,-0.411765,-0.0857143,-0.5
189,0,0.217391,0.384615,0.805556,-0.0567686,-0.538462,-0.698113,0.267974,-0.657143,0.166667
190,0,-0.26087,-0.769231,0.0555556,-0.344978,-0.626374,-0.773585,-0.411765,-0.0857143,-0.666667
191,0,0.0434783,0.153846,0.5,-0.179039,-0.648352,-0.735849,-0.0980392,-0.428571,-0.333333
192,3,-0.391304,-0.461538,0.138889,-0.49345,-0.538462,-0.698113,-0.555556,0.142857,-0.666667
193,1,-0.130435,-0.230769,0,-0.606987,-0.78022,-0.811321,-0.51634,0.0285714,-0.666667
194,2,0.478261,0.692308,0.611111,-0.170306,-0.736264,-0.811321,0.673203,-0.942857,0.5
195,1,-0.173913,-0.692308,0.277778,-0.449782,-0.714286,-0.811321,-0.398693,-0.0857143,-0.5
196,2,-0.434783,-0.230769,-0.277778,-0.772926,-0.802198,-0.811321,-0.477124,0.0285714,-0.666667
197,1,0.478261,0.769231,0.777778,0.10917,-0.472527,-0.660377,0.398693,-0.714286,0.333333
198,2,-0.608696,-0.153846,-0.111111,-0.598253,-0.626374,-0.811321,-0.45098,0.0285714,-0.666667
199,2,-0.652174,0,-0.138889,-0.772926,-0.802198,-0.811321,-0.464052,0.0285714,-0.666667
200,2,-0.608696,-0.153846,-0.111111,-0.720524,-0.692308,-0.811321,-0.542484,0.142857,-0.666667
201,3,-0.130435,0.0769231,0.25,-0.484716,-0.582418,-0.660377,-0.424837,0.0285714,-0.5
202,1,-0.26087,-0.769231,-0.0555556,-0.414847,-0.714286,-0.773585,-0.411765,-0.0857143,-0.666667
203,0,0.652174,0.615385,0.75,-0.414847,-0.934066,-0.660377,0.424837,-0.771429,0.333333
204,0,0.304348,0.692308,0.666667,-0.213974,-0.67033,-0.660377,0.30719,-0.714286,0.166667
205,3,-0.304348,-0.461538,-0.5,-0.71179,-0.758242,-0.811321,-0.869281,0.6,-1
206,3,-0.391304,0.0769231,0.138889,-0.606987,-0.67033,-0.735849,-0.542484,0.0857143,-0.666667
207,0,-0.173913,0,0.0833333,-0.371179,-0.626374,-0.773585,-0.346405,-0.142857,-0.5
208,2,-0.478261,-0.307692,-0.333333,-0.851528,-0.824176,-0.811321,-0.51634,0.142857,-0.666667
209,2,-0.434783,0,-0.166667,-0.606987,-0.604396,-0.773585,-0.51634,0.0857143,-0.666667
210,0,0.217391,0.769231,0.666667,-0.441048,-0.824176,-0.660377,0.333333,-0.714286,0.166667
211,0,-0.0869565,-0.538462,0.361111,-0.213974,-0.67033,-0.735849,-0.215686,-0.314286,-0.333333
