id,y,x0,x1,x2,x3,x4,x5,x6,x7,x8
212,3,-0.434783,-0.692308,-0.194444,-0.598253,-0.648352,-0.773585,-0.660131,0.257143,-0.833333
213,2,-0.26087,-0.384615,-0.138889,-0.432314,-0.538462,-0.811321,-0.503268,0.0285714,-0.666667
214,2,0.347826,0.230769,0.361111,-0.441048,-0.846154,-0.924528,0.30719,-0.714286,0.166667
215,0,-0.304348,-0.769231,-0.111111,-0.676856,-0.802198,-0.811321,-0.660131,0.257143,-0.833333
216,0,-0.26087,-0.538462,0.277778,-0.432314,-0.67033,-0.811321,-0.346405,-0.142857,-0.5
217,1,-0.521739,-0.153846,0.0277778,-0.598253,-0.736264,-0.886792,-0.477124,0.0285714,-0.666667
218,0,0.347826,0.846154,0.75,-0.0218341,-0.516484,-0.660377,0.398693,-0.771429,0.333333
219,2,-0.565217,-0.153846,-0.222222,-0.650655,-0.692308,-0.773585,-0.542484,0.0857143,-0.666667
220,3,-0.478261,-0.538462,-0.527778,-0.80786,-0.802198,-0.849057,-0.973856,0.828571,-1
221,0,0.130435,0.692308,0.694444,-0.10917,-0.67033,-0.584906,0.437908,-0.771429,0.333333
222,3,-0.347826,-0.153846,0.25,-0.694323,-0.802198,-0.660377,-0.411765,-0.0285714,-0.5
223,2,0.173913,0.307692,0.138889,-0.187773,-0.56044,-0.849057,-0.0326797,-0.542857,-0.166667
224,2,-0.652174,-0.153846,-0.111111,-0.694323,-0.714286,-0.849057,-0.464052,0.0285714,-0.666667
225,1,-0.434783,-0.384615,-0.277778,-0.746725,-0.802198,-0.849057,-0.686275,0.314286,-0.833333
226,3,-0.130435,-0.384615,0.0833333,-0.519651,-0.648352,-0.773585,-0.581699,0.142857,-0.666667
227,1,0.478261,0.615385,0.611111,-0.0742358,-0.582418,-0.660377,0.385621,-0.714286,0.166667
228,3,-0.0869565,-0.846154,-0.277778,-0.624454,-0.67033,-0.735849,-0.751634,0.371429,-0.833333
229,1,0.391304,0.615385,0.833333,-0.0305677,-0.538462,-0.698113,0.254902,-0.657143,0.166667
230,1,-0.434783,-0.384615,-0.333333,-0.615721,-0.692308,-0.886792,-0.503268,0.0857143,-0.666667
231,3,-0.478261,-0.846154,-0.805556,-0.947598,-0.824176,-0.962264,-0.934641,0.771429,-1
232,1,-0.478261,-1,-1,-0.90393,-0.78022,-0.962264,-1,1,-1
233,2,-0.652174,-0.153846,-0.222222,-0.860262,-0.868132,-0.849057,-0.490196,0.0857143,-0.666667
234,1,0.173913,0.461538,0.777778,-0.257642,-0.736264,-0.698113,0.254902,-0.657143,0.166667
235,3,-0.130435,-0.307692,-0.333333,-0.528384,-0.538462,-0.735849,-0.712418,0.314286,-0.833333
236,3,-0.26087,0.153846,0.0555556,-0.737991,-0.802198,-0.660377,-0.372549,-0.0285714,-0.5
237,2,0,-0.692308,-0.0555556,-0.170306,-0.406593,-0.886792,-0.30719,-0.257143,-0.5
238,2,-0.478261,-0.0769231,-0.305556,-0.790393,-0.802198,-0.773585,-0.490196,0.0857143,-0.666667
239,0,0.173913,0.692308,0.694444,-0.257642,-0.78022,-0.698113,0.437908,-0.771429,0.333333
240,2,-0.73913,0.0769231,-0.0555556,-0.676856,-0.692308,-0.811321,-0.464052,-0.0285714,-0.666667
241,0,-0.304348,-0.769231,0.0277778,-0.406114,-0.67033,-0.773585,-0.411765,-0.0857143,-0.666667
242,0,-0.130435,-0.0769231,-0.0833333,-0.475983,-0.736264,-0.811321,-0.385621,-0.0857143,-0.5
243,2,-0.478261,-0.307692,-0.472222,-0.755459,-0.758242,-0.811321,-0.51634,0.142857,-0.666667
244,1,0.217391,0.692308,0.888889,0.0829694,-0.516484,-0.622642,0.346405,-0.714286,0.166667
245,3,-0.478261,0.0769231,-0.0277778,-0.851528,-0.868132,-0.735849,-0.411765,0.0285714,-0.5
246,3,-0.130435,-0.384615,-0.0277778,-0.825328,-0.912088,-0.811321,-0.633987,0.314286,-0.833333
247,2,-0.0434783,-0.769231,-0.0833333,-0.240175,-0.428571,-0.849057,-0.424837,-0.142857,-0.666667
248,1,-0.217391,-0.538462,0.194444,-0.371179,-0.736264,-0.811321,-0.254902,-0.257143,-0.5
249,0,0.304348,0.692308,0.75,-0.0655022,-0.604396,-0.660377,0.30719,-0.714286,0.166667
250,1,-0.478261,-0.923077,-0.638889,-0.799127,-0.758242,-0.849057,-0.947712,0.828571,-1
251,3,-0.0434783,-0.615385,-0.277778,-0.80786,-0.89011,-0.773585,-0.72549,0.485714,-0.833333
252,0,0.347826,0.923077,0.75,0.100437,-0.516484,-0.660377,0.398693,-0.771429,0.333333
253,3,-0.521739,-0.153846,0.111111,-0.68559,-0.758242,-0.660377,-0.424837,0.0285714,-0.5
254,2,-0.0869565,-0.230769,-0.222222,-0.423581,-0.56044,-0.849057,-0.607843,0.142857,-0.833333
255,3,-0.130435,0.0769231,0.25,-0.502183,-0.604396,-0.622642,-0.437908,-0.0285714,-0.666667
256,1,0.695652,0.307692,0.944444,-0.283843,-0.802198,-0.660377,0.333333,-0.714286,0.166667
257,1,-0.217391,-0.769231,0.0277778,-0.537118,-0.802198,-0.811321,-0.437908,-0.0857143,-0.666667
258,0,-0.173913,-0.230769,-0.194444,-0.528384,-0.802198,-0.811321,-0.51634,0.0285714,-0.666667
259,1,0.130435,0.153846,0.777778,-0.196507,-0.648352,-0.698113,0.163399,-0.6,0
260,0,0.0869565,0.923077,0.694444,-0.0917031,-0.604396,-0.622642,0.490196,-0.771429,0.333333
261,1,-0.565217,-0.692308,-0.611111,-0.877729,-0.824176,-0.924528,-0.777778,0.485714,-0.833333
262,1,-0.217391,-0.538462,0.333333,-0.257642,-0.648352,-0.735849,-0.176471,-0.314286,-0.333333
263,3,-0.304348,-0.461538,-0.444444,-0.764192,-0.802198,-0.849057,-0.921569,0.714286,-1
264,3,-0.304348,-0.846154,-0.166667,-0.703057,-0.758242,-0.811321,-0.816993,0.542857,-1
265,1,0.304348,0.230769,0.666667,-0.213974,-0.714286,-0.698113,-0.0457516,-0.485714,-0.166667
266,2,-0.695652,-0.0769231,-0.138889,-0.790393,-0.802198,-0.811321,-0.490196,0.0857143,-0.666667
267,2,-0.434783,-0.307692,-0.305556,-0.895197,-0.868132,-0.849057,-0.477124,0.0857143,-0.666667
268,1,0.173913,0,0.138889,-0.275109,-0.692308,-0.735849,-0.294118,-0.2,-0.5
269,3,-0.434783,-0.538462,-0.444444,-0.68559,-0.714286,-0.811321,-0.908497,0.657143,-1
270,3,-0.565217,-0.692308,-0.388889,-0.921397,-0.868132,-0.849057,-0.869281,0.657143,-1
271,2,-0.608696,-0.0769231,-0.222222,-0.598253,-0.516484,-0.886792,-0.529412,0.0857143,-0.666667
272,1,-0.130435,0.0769231,0.333333,-0.161572,-0.582418,-0.811321,-0.202614,-0.314286,-0.333333
273,3,-0.217391,-0.230769,0.333333,-0.537118,-0.692308,-0.735849,-0.51634,0.0857143,-0.666667
274,3,0,-0.0769231,0.111111,-0.49345,-0.648352,-0.735849,-0.555556,0.142857,-0.666667
275,2,0.478261,0.846154,0.833333,-0.344978,-0.912088,-0.773585,0.895425,-1,0.833333
276,2,-0.391304,-0.153846,-0.166667,-0.344978,-0.384615,-0.849057,-0.555556,0.0857143,-0.666667
277,2,-0.565217,0,-0.0833333,-0.71179,-0.736264,-0.849057,-0.529412,0.0857143,-0.666667
278,0,-0.434783,-0.384615,-0.277778,-0.781659,-0.824176,-0.811321,-0.699346,0.371429,-0.833333
279,1,0.565217,0.615385,0.916667,0.0567686,-0.538462,-0.660377,0.333333,-0.714286,0.166667
280,2,-0.0869565,-0.692308,-0.0833333,-0.283843,-0.472527,-0.811321,-0.45098,-0.0857143,-0.666667
281,0,0.173913,-0.153846,0.472222,-0.222707,-0.67033,-0.773585,-0.0326797,-0.485714,-0.166667
282,2,-0.608696,-0.230769,-0.0833333,-0.563319,-0.604396,-0.811321,-0.490196,0.0285714,-0.666667
283,2,-0.434783,0,-0.0833333,-0.816594,-0.78022,-0.849057,-0.490196,0.0857143,-0.666667
284,1,0.869565,0.538462,0.944444,0.10917,-0.56044,-0.622642,0.372549,-0.714286,0.166667
285,3,-0.304348,0,0.0277778,-0.816594,-0.89011,-0.698113,-0.424837,0.0285714,-0.5
286,1,-0.304348,0.153846,0.25,-0.257642,-0.626374,-0.773585,-0.254902,-0.257143,-0.5
287,2,-0.565217,-0.384615,-0.166667,-0.554585,-0.604396,-0.811321,-0.581699,0.142857,-0.666667
288,3,-0.347826,-0.230769,0.222222,-0.720524,-0.824176,-0.660377,-0.45098,0.0285714,-0.666667
289,0,0,0.0769231,0.75,-0.0305677,-0.516484,-0.698113,0.150327,-0.6,0
290,1,-0.347826,-0.692308,-0.527778,-0.755459,-0.67033,-0.849057,-0.699346,0.371429,-0.833333
291,3,0.0869565,-0.615385,-0.277778,-0.772926,-0.824176,-0.811321,-0.764706,0.428571,-0.833333
292,3,-0.304348,-0.0769231,0.138889,0.240175,0.208791,0.54717,-0.437908,0.0285714,-0.5
293,2,-0.391304,-0.307692,0,-0.519651,-0.604396,-0.886792,-0.437908,-0.0857143,-0.666667
294,3,-0.130435,-0.769231,-0.361111,-0.694323,-0.78022,-0.773585,-0.738562,0.371429,-0.833333
295,2,0.565217,0.692308,0.722222,-0.432314,-0.912088,-0.849057,0.686275,-0.942857,0.5
296,2,-0.26087,-0.615385,-0.0277778,-0.475983,-0.626374,-0.811321,-0.490196,-0.0285714,-0.666667
297,2,0.0869565,0.461538,0.277778,-0.100437,-0.516484,-0.886792,0.0457516,-0.6,-0.166667
298,1,-0.608696,-0.692308,-0.277778,-0.80786,-0.846154,-0.811321,-0.738562,0.485714,-0.833333
299,1,-0.217391,-0.461538,0.611111,-0.231441,-0.626374,-0.735849,-0.150327,-0.314286,-0.333333
300,2,0.0869565,-0.461538,0.0277778,-0.414847,-0.692308,-0.849057,-0.215686,-0.371429,-0.333333
301,1,0.434783,0.538462,0.611111,-0.222707,-0.714286,-0.698113,0.346405,-0.714286,0.166667
302,0,-0.130435,-0.230769,0.0555556,-0.458515,-0.736264,-0.811321,-0.490196,0.0285714,-0.666667
303,2,-0.0869565,-0.692308,-0.111111,-0.222707,-0.450549,-0.849057,-0.398693,-0.142857,-0.666667
304,3,-0.304348,-0.769231,-0.222222,-0.606987,-0.714286,-0.773585,-0.72549,0.371429,-0.833333
305,2,-0.478261,-0.0769231,-0.166667,-0.772926,-0.758242,-0.773585,-0.490196,0.0857143,-0.666667
306,2,-0.434783,-0.0769231,-0.0833333,-0.580786,-0.648352,-0.849057,-0.51634,0.0285714,-0.666667
307,1,0.434783,0.153846,0.861111,-0.144105,-0.692308,-0.698113,0.24183,-0.657143,0.166667
308,0,0.478261,0.461538,0.75,-0.283843,-0.78022,-0.660377,0.333333,-0.714286,0.166667
309,0,0.565217,0.384615,0.666667,-0.187773,-0.736264,-0.698113,0.0457516,-0.542857,-0.166667
310,0,0.565217,0.153846,0.861111,-0.0305677,-0.67033,-0.698113,0.215686,-0.657143,0
311,1,-0.26087,0.307692,0.388889,-0.266376,-0.692308,-0.698113,-0.0980392,-0.428571,-0.333333
312,3,-0.130435,-0.0769231,0.194444,-0.668122,-0.802198,-0.698113,-0.411765,-0.0285714,-0.5
313,2,-0.608696,-0.384615,-0.166667,-0.554585,-0.626374,-0.811321,-0.529412,0.0857143,-0.666667
314,0,0,0.461538,0.777778,0.0305677,-0.56044,-0.735849,0.124183,-0.6,0
315,2,-0.26087,-0.307692,-0.361111,-0.80786,-0.824176,-0.811321,-0.477124,0.0857143,-0.666667
316,3,-0.130435,-0.461538,-0.388889,-0.886463,-0.956044,-0.811321,-0.751634,0.485714,-0.833333
317,3,-0.217391,-0.384615,-0.277778,-0.764192,-0.802198,-0.735849,-0.816993,0.542857,-0.833333
318,1,-0.0434783,-0.0769231,0.805556,-0.0917031,-0.626374,-0.698113,-0.0196078,-0.428571,-0.166667
319,3,-0.304348,-0.692308,-0.694444,-0.938865,-0.846154,-0.886792,-0.895425,0.714286,-1
320,2,0.26087,0.384615,0.444444,-0.213974,-0.714286,-0.849057,0.411765,-0.771429,0.333333
321,1,0.391304,0.615385,0.666667,0.0131004,-0.516484,-0.698113,0.424837,-0.771429,0.333333
322,2,0.73913,0.846154,0.916667,-0.213974,-0.802198,-0.849057,0.934641,-1,0.833333
323,2,-0.391304,-0.230769,-0.305556,-0.799127,-0.802198,-0.773585,-0.51634,0.142857,-0.666667
324,1,0.0869565,0.384615,0.555556,-0.135371,-0.582418,-0.698113,-0.00653595,-0.485714,-0.166667
325,1,-0.0869565,-0.615385,0.333333,-0.344978,-0.714286,-0.811321,-0.24183,-0.257143,-0.333333
326,2,-0.608696,-0.153846,-0.361111,-0.834061,-0.846154,-0.811321,-0.490196,0.0857143,-0.666667
327,0,0.434783,0.230769,0.555556,-0.152838,-0.692308,-0.698113,-0.0980392,-0.428571,-0.333333
328,0,-0.304348,-0.153846,0.166667,-0.720524,-0.846154,-0.849057,-0.51634,0.0857143,-0.666667
329,3,-0.130435,-0.230769,0.333333,-0.423581,-0.582418,-0.735849,-0.503268,0.0857143,-0.666667
330,1,-0.304348,-0.615385,0.111111,-0.432314,-0.736264,-0.811321,-0.359477,-0.142857,-0.5
331,3,0.0869565,-0.153846,0.0555556,-0.510917,-0.648352,-0.773585,-0.607843,0.2,-0.833333
332,0,0.347826,0.461538,0.555556,-0.266376,-0.736264,-0.735849,-0.00653595,-0.485714,-0.166667
333,0,0.130435,0.846154,0.916667,0.0131004,-0.582418,-0.660377,0.424837,-0.771429,0.333333
334,2,-0.434783,-0.307692,-0.305556,-0.816594,-0.846154,-0.811321,-0.503268,0.0857143,-0.666667
335,2,0.478261,0.846154,0.722222,-0.30131,-0.824176,-0.811321,0.594771,-0.885714,0.5
336,1,0.565217,0.615385,0.75,-0.117904,-0.648352,-0.660377,0.437908,-0.771429,0.333333
337,3,-0.304348,-0.153846,0,-0.816594,-0.846154,-0.698113,-0.424837,0.0285714,-0.5
338,2,0.130435,0.384615,0.333333,-0.266376,-0.67033,-0.886792,0.189542,-0.657143,0
339,3,0.0434783,-0.0769231,0.416667,-0.502183,-0.648352,-0.698113,-0.490196,0.0857143,-0.666667
340,2,-0.391304,-0.384615,-0.0833333,-0.528384,-0.626374,-0.811321,-0.490196,0.0285714,-0.666667
341,2,-0.304348,-0.461538,-0.111111,-0.554585,-0.648352,-0.811321,-0.555556,0.0857143,-0.666667
342,0,-0.434783,-0.461538,-0.0277778,-0.633188,-0.67033,-0.849057,-0.633987,0.257143,-0.833333
343,1,-0.565217,-0.692308,-0.611111,-0.764192,-0.692308,-0.924528,-0.699346,0.371429,-0.833333
344,0,0.26087,0.615385,0.694444,-0.248908,-0.758242,-0.698113,0.437908,-0.771429,0.333333
345,0,0.130435,0.692308,0.694444,0.00436681,-0.538462,-0.698113,0.464052,-0.771429,0.333333
346,2,0.217391,0.615385,0.833333,-0.266376,-0.78022,-0.811321,0.620915,-0.885714,0.5
347,1,0.913043,0.461538,0.944444,0.0829694,-0.604396,-0.622642,0.30719,-0.714286,0.166667
348,0,-0.347826,-0.153846,0.0277778,-0.449782,-0.736264,-0.849057,-0.490196,0.0285714,-0.666667
349,3,-0.0434783,-0.153846,0.222222,-0.528384,-0.67033,-0.698113,-0.568627,0.142857,-0.666667
350,0,-0.304348,-0.461538,-0.194444,-0.624454,-0.758242,-0.849057,-0.738562,0.371429,-0.833333
351,0,0.0434783,0,0.694444,-0.0742358,-0.582418,-0.773585,0.0457516,-0.485714,-0.166667
352,1,-0.347826,-0.615385,-0.5,-0.71179,-0.714286,-0.886792,-0.529412,0.142857,-0.666667
353,3,-0.217391,0,0.0555556,-0.615721,-0.692308,-0.735849,-0.542484,0.0857143,-0.666667
354,2,-0.652174,0.0769231,-0.194444,-0.633188,-0.626374,-0.849057,-0.490196,0.0285714,-0.666667
355,1,0.0869565,0.307692,0.388889,-0.231441,-0.648352,-0.735849,-0.150327,-0.371429,-0.333333
356,0,-0.130435,-0.307692,0.333333,-0.266376,-0.67033,-0.698113,-0.0718954,-0.428571,-0.333333
357,2,-0.217391,-0.0769231,0,-0.414847,-0.516484,-0.811321,-0.503268,0.0285714,-0.666667
358,1,0.565217,0.230769,0.916667,-0.222707,-0.736264,-0.698113,0.24183,-0.657143,0.166667
359,0,-0.391304,-0.0769231,0.166667,-0.475983,-0.714286,-0.773585,-0.424837,-0.0857143,-0.666667
360,0,0.173913,0.230769,0.555556,-0.10917,-0.648352,-0.735849,-0.0326797,-0.485714,-0.166667
361,1,0.521739,0.461538,0.916667,-0.318777,-0.824176,-0.622642,0.359477,-0.714286,0.166667
362,1,0.217391,0,0.805556,-0.20524,-0.692308,-0.698113,0.124183,-0.542857,0
363,1,-0.0434783,0.0769231,0.138889,-0.371179,-0.736264,-0.811321,-0.267974,-0.257143,-0.5
364,3,-0.304348,0.0769231,0.25,-0.624454,-0.758242,-0.698113,-0.464052,0.0285714,-0.666667
365,0,-0.391304,-0.0769231,0.0277778,-0.572052,-0.736264,-0.811321,-0.45098,0.0285714,-0.666667
366,1,0.521739,0.615385,0.805556,-0.135371,-0.67033,-0.660377,0.176471,-0.6,0
367,3,-0.26087,0.0769231,0.25,-0.606987,-0.714286,-0.698113,-0.437908,-0.0285714,-0.666667
368,1,-0.608696,-0.692308,-0.472222,-0.737991,-0.648352,-0.811321,-0.699346,0.428571,-0.833333
369,2,-0.521739,-0.0769231,-0.222222,-0.615721,-0.626374,-0.849057,-0.555556,0.142857,-0.666667
370,0,-0.304348,0.0769231,0.138889,-0.545852,-0.78022,-0.773585,-0.359477,-0.142857,-0.5
371,2,0,-0.384615,0.0277778,-0.362445,-0.626374,-0.886792,-0.150327,-0.428571,-0.333333
372,2,0.0434783,-0.0769231,-0.111111,-0.275109,-0.472527,-0.886792,-0.359477,-0.2,-0.5
373,3,0.0434783,0.0769231,0.305556,-0.475983,-0.626374,-0.735849,-0.424837,-0.0285714,-0.5
374,2,0,0.0769231,0.0277778,-0.126638,-0.450549,-0.849057,-0.281046,-0.314286,-0.5
375,3,-0.391304,-0.769231,-0.638889,-0.886463,-0.758242,-0.924528,-0.921569,0.771429,-1
376,2,0.565217,0.461538,0.527778,-0.257642,-0.758242,-0.924528,0.503268,-0.828571,0.333333
377,1,0.347826,0.384615,0.888889,-0.222707,-0.736264,-0.660377,0.372549,-0.714286,0.166667
378,1,-0.391304,-0.692308,-0.444444,-0.755459,-0.78022,-0.849057,-0.79085,0.485714,-0.833333
379,1,-0.608696,-0.769231,-0.611111,-0.886463,-0.868132,-0.811321,-0.830065,0.6,-0.833333
380,0,0.391304,0.769231,0.611111,-0.0829694,-0.626374,-0.660377,0.372549,-0.714286,0.166667
381,0,-0.695652,-0.538462,-0.444444,-0.842795,-0.802198,-0.849057,-0.647059,0.314286,-0.833333
382,2,0.434783,0.615385,0.666667,0.0742358,-0.56044,-0.924528,0.803922,-0.942857,0.666667
383,2,-0.652174,0,-0.138889,-0.676856,-0.692308,-0.811321,-0.464052,0.0285714,-0.666667
384,0,0.173913,0.384615,0.916667,0.0480349,-0.56044,-0.735849,0.372549,-0.771429,0.166667
385,0,-0.347826,-0.153846,-0.138889,-0.641921,-0.802198,-0.773585,-0.607843,0.257143,-0.666667
386,3,-0.0869565,0.230769,0.305556,-0.519651,-0.626374,-0.698113,-0.411765,-0.0285714,-0.5
387,1,0.130435,-0.230769,0.361111,-0.20524,-0.648352,-0.773585,-0.0326797,-0.485714,-0.166667
388,3,-0.26087,0.0769231,0.25,-0.641921,-0.758242,-0.735849,-0.477124,0.0285714,-0.666667
389,3,-0.0869565,0.0769231,0.25,1,1,0.773585,-0.437908,-0.0285714,-0.666667
390,0,0.173913,0.846154,0.861111,-0.100437,-0.648352,-0.660377,0.503268,-0.771429,0.333333
391,2,-0.434783,-0.307692,-0.305556,-0.921397,-0.934066,-0.773585,-0.477124,0.0857143,-0.666667
392,3,-0.217391,-0.615385,-0.166667,-0.510917,-0.582418,-0.132075,-0.633987,0.2,-0.833333
393,3,-0.130435,-0.153846,0.388889,-0.458515,-0.604396,-0.698113,-0.464052,0.0285714,-0.666667
394,2,-0.434783,0.0769231,-0.0277778,-0.467249,-0.538462,-0.849057,-0.45098,-0.0285714,-0.666667
395,1,-0.26087,0.230769,0.194444,-0.275109,-0.648352,-0.811321,-0.163399,-0.371429,-0.333333
396,0,0.0434783,-0.692308,0,-0.432314,-0.714286,-0.773585,-0.359477,-0.142857,-0.5
397,2,0.521739,0.846154,0.833333,-0.362445,-0.912088,-0.886792,0.882353,-1,0.833333
398,2,-0.304348,-0.384615,-0.0277778,-0.49345,-0.582418,-0.886792,-0.464052,-0.0285714,-0.666667
399,2,0.0869565,-0.615385,-0.166667,-0.283843,-0.538462,-0.849057,-0.320261,-0.257143,-0.5
400,3,-0.391304,-0.307692,-0.333333,-0.598253,-0.626374,-0.698113,-0.72549,0.371429,-0.833333
401,1,0.478261,0.538462,0.888889,-0.0480349,-0.626374,-0.622642,0.228758,-0.657143,0
402,0,-0.478261,-0.692308,0.111111,-0.528384,-0.736264,-0.773585,-0.464052,0.0285714,-0.666667
403,0,0.217391,0.461538,0.805556,-0.49345,-0.868132,-0.698113,0.30719,-0.714286,0.166667
404,3,0,-0.538462,0.0277778,-0.510917,-0.67033,-0.773585,-0.633987,0.2,-0.833333
405,0,0.304348,0.153846,0.694444,-0.126638,-0.67033,-0.622642,0.150327,-0.6,0
406,2,-0.347826,-0.461538,-0.0833333,-0.39738,-0.538462,-0.811321,-0.503268,0.0285714,-0.666667
407,0,-0.695652,-0.615385,-0.333333,-0.772926,-0.736264,-0.773585,-0.712418,0.428571,-0.833333
408,1,-0.217391,-0.615385,-0.0277778,-0.720524,-0.868132,-0.849057,-0.581699,0.2,-0.666667
409,2,-0.434783,-0.0769231,-0.138889,-0.554585,-0.582418,-0.811321,-0.555556,0.0857143,-0.666667
410,1,-0.434783,-0.615385,0.277778,-0.379913,-0.714286,-0.735849,-0.24183,-0.257143,-0.333333
411,1,-0.304348,-0.0769231,0.0277778,-0.266376,-0.626374,-0.735849,-0.359477,-0.142857,-0.5
412,0,-0.782609,-0.769231,-0.694444,-0.895197,-0.802198,-0.924528,-0.895425,0.771429,-1
413,2,-0.695652,-0.230769,-0.138889,-0.746725,-0.714286,-0.811321,-0.503268,0.0857143,-0.666667
414,0,-0.347826,-0.769231,0.0555556,-0.510917,-0.67033,-0.849057,-0.633987,0.257143,-0.833333
415,3,-0.478261,-0.0769231,0.166667,-0.746725,-0.802198,-0.660377,-0.385621,-0.0285714,-0.5
416,0,0.217391,0.538462,0.888889,-0.30131,-0.846154,-0.622642,0.359477,-0.714286,0.166667
417,2,-0.304348,-0.153846,-0.166667,-0.528384,-0.626374,-0.849057,-0.620915,0.2,-0.833333
418,2,0,-0.769231,-0.0555556,-0.310044,-0.494505,-0.849057,-0.51634,-0.0285714,-0.666667
419,2,-0.391304,-0.230769,-0.166667,-0.432314,-0.450549,-0.811321,-0.477124,0.0285714,-0.666667
420,1,-0.130435,-0.923077,-0.111111,-0.650655,-0.802198,-0.849057,-0.72549,0.371429,-0.833333
421,3,0,-0.538462,-0.5,-0.886463,-0.912088,-0.849057,-0.72549,0.485714,-0.833333
