id,x0,x1,x2,x3,x4,x5,x6,x7,x8
1,0.171429,-0.515789,-0.532374,-0.0566038,-0.710526,-0.454545,-0.219512,-0.266667,0.0666667
2,-0.285714,-0.578947,-0.64988,-0.383648,-0.657895,-0.181818,-0.317073,-0.133333,0.2
3,0.142857,-0.0210526,0.0815348,0.396226,-0.631579,0.272727,-0.560976,-0.2,0
4,-0.285714,-0.684211,-0.70024,-0.773585,-0.894737,-0.454545,-0.512195,0.533333,0.733333
5,-0.257143,0.168421,-0.661871,-0.00628931,0.789474,-0.181818,-0.463415,-0.733333,-0.866667
6,0.457143,0.578947,0.853717,0.949686,-0.315789,-0.545455,-0.560976,-0.666667,-0.866667
7,-0.285714,-0.515789,-0.57554,-0.207547,-0.815789,0.181818,-0.95122,0.6,0.533333
8,-0.2,-0.663158,-0.767386,-0.308176,-0.789474,-0.727273,-0.853659,0.133333,0.4
9,-0.742857,-0.884211,-0.906475,-0.962264,-0.868421,-0.818182,-0.317073,0.6,0.8
10,-0.2,-0.242105,-0.230216,-0.459119,-0.868421,-0.636364,-0.317073,0.266667,0.533333
11,-0.657143,-0.757895,-0.803357,-0.773585,-0.815789,-0.818182,-0.512195,0.2,0.4
12,-1,-0.810526,-0.904077,-0.886792,-0.842105,-0.545455,0.268293,0.333333,0.4
13,-0.142857,-0.473684,-0.604317,0.0440252,-0.684211,-0.545455,-0.463415,-0.133333,-0.0666667
14,-0.257143,-0.547368,-0.613909,-0.345912,-0.657895,-0.272727,-0.365854,-0.266667,0.0666667
15,0.0285714,-0.305263,-0.326139,0.220126,-0.684211,-0.454545,-0.902439,0.4,0.2
16,0.371429,0.0210526,0.0551559,0.72327,-0.605263,-0.454545,-0.902439,-0.333333,-0.133333
17,-0.685714,-0.926316,-0.947242,-0.798742,-0.447368,-0.818182,-0.317073,-0.666667,-0.733333
18,-0.4,-0.242105,-0.278177,-0.471698,-0.657895,-0.636364,-0.512195,0.466667,0.2
19,0.571429,0,0.203837,0.396226,-0.605263,-0.545455,-0.463415,-0.4,-0.0666667
20,0.457143,0.0210526,0.119904,0.433962,-0.605263,-0.454545,-0.756098,-0.333333,-0.2
21,-0.228571,-0.526316,-0.592326,-0.0566038,-0.578947,-1,-0.853659,-0.4,-0.266667
22,-0.8,-0.884211,-0.911271,-0.698113,-0.394737,-0.363636,-0.95122,-0.8,-0.866667
23,-0.314286,-0.589474,-0.616307,-0.144654,-0.763158,-0.181818,-0.95122,0.533333,0.666667
24,-0.485714,-0.642105,-0.705036,-0.597484,-0.736842,-0.909091,-0.902439,0.0666667,0.2
25,0.342857,-0.0421053,0.0527578,0.446541,-0.763158,-1,-0.707317,0,0.333333
26,-0.142857,-0.589474,-0.664269,-0.18239,-0.684211,-0.909091,-0.804878,-0.2,0.2
27,-0.8,-0.863158,-0.870504,-0.622642,-0.394737,-0.454545,-0.853659,-0.8,-0.866667
28,0.4,0.0421053,0.227818,0.345912,-0.657895,-0.909091,0.365854,-0.266667,0.2
29,-0.2,-0.0842105,-0.0743405,-0.320755,-0.552632,-0.454545,-0.658537,0.266667,-0.2
30,-0.657143,-0.6,-0.688249,-0.383648,-0.368421,-0.181818,-0.0243902,-0.733333,-0.733333
31,-0.0571429,-0.547368,-0.58753,-0.18239,-0.657895,-0.545455,-0.560976,-0.4,0
32,-0.314286,-0.631579,-0.738609,-0.383648,-0.868421,-0.0909091,-0.463415,0.466667,0.6
33,-0.714286,-0.663158,-0.71223,-0.861635,-0.868421,-0.545455,-0.365854,0.4,0.4
34,0.0285714,0.0736842,0.0959233,0.194969,-0.710526,-0.545455,0.853659,-0.0666667,0.4
35,-0.685714,-0.410526,-0.477218,-0.735849,-0.894737,-0.909091,0.219512,0.466667,0.6
36,-0.0857143,-0.578947,-0.570743,-0.0566038,-0.789474,0.545455,-0.658537,0.0666667,0.266667
37,-0.171429,-0.536842,-0.625899,-0.144654,-0.394737,-0.818182,-0.902439,-0.733333,-0.733333
38,0.0857143,0.494737,-0.611511,0.144654,0.552632,-1,-0.268293,-0.4,-0.133333
39,0.514286,0.105263,0.215827,0.371069,-0.605263,-0.909091,-0.560976,-0.266667,0.0666667
40,-0.2,-0.547368,-0.635492,-0.0314465,-0.578947,-0.363636,-1,-0.533333,-0.466667
41,-0.0571429,0.0210526,0.0647482,0.169811,-0.605263,-0.545455,-0.560976,-0.333333,-0.2
42,-0.714286,-0.947368,-0.944844,-0.798742,-0.289474,-0.272727,-0.219512,-0.8,-0.866667
43,0.257143,-0.494737,-0.563549,-0.0314465,-0.578947,-0.545455,-0.756098,-0.533333,-0.133333
44,-0.542857,-0.357895,-0.470024,-0.622642,-0.789474,-0.636364,-0.658537,0.0666667,0.0666667
45,0.4,-0.0210526,0.177458,0.54717,-0.815789,0.818182,-0.95122,0.0666667,0.4
46,0.2,-0.473684,-0.551559,0.00628931,-0.526316,-0.818182,-0.804878,-0.533333,-0.133333
47,-0.2,-0.694737,-0.834532,-0.408805,-0.710526,-0.909091,-0.609756,-0.0666667,-0.133333
48,-0.342857,-0.557895,-0.681055,-0.18239,-0.236842,-0.454545,-0.317073,-0.733333,-0.933333
49,0.285714,-0.578947,-0.597122,-0.00628931,-0.552632,-0.454545,-0.365854,-0.466667,-0.2
50,-0.142857,-0.431579,-0.472422,-0.119497,-0.921053,-1,-0.512195,0.533333,0.8
51,-0.657143,-0.663158,-0.724221,-0.534591,-0.526316,-0.818182,-0.804878,-0.666667,-0.733333
52,-0.571429,-0.463158,-0.589928,-0.735849,-0.710526,-0.636364,0.170732,-0.133333,-0.0666667
53,0.428571,0.115789,0.143885,0.710692,-0.657895,-0.909091,-0.707317,-0.2,0.0666667
54,-0.4,-0.589474,-0.623501,-0.295597,-0.842105,-0.363636,-0.463415,0.733333,0.866667
55,0.428571,0.526316,0.851319,0.522013,-0.368421,-0.545455,0.268293,-0.733333,-0.8
56,-0.514286,-0.747368,-0.805755,-0.874214,-0.921053,-0.181818,-0.853659,0.666667,0.8
57,-0.257143,-0.242105,-0.213429,-0.295597,-0.815789,-0.636364,-0.609756,0,0.2
58,0.2,-0.589474,-0.592326,-0.157233,-0.605263,-0.545455,-0.560976,-0.6,-0.266667
59,0.285714,-0.0315789,0.1247,0.295597,-0.815789,-1,-0.95122,0,0.333333
60,-0.514286,-0.810526,-0.863309,-0.584906,-0.578947,-0.272727,-0.609756,-0.6,-0.6
61,0.228571,-0.115789,-0.0815348,-0.0440252,-0.868421,-0.545455,-0.756098,0.466667,0.533333
62,-0.657143,-0.842105,-0.848921,-0.622642,-0.473684,0.181818,0.0243902,-0.533333,-0.6
63,-0.342857,-0.663158,-0.796163,-0.622642,-0.447368,-0.0909091,-0.365854,-0.533333,-0.866667
64,-0.257143,-0.536842,-0.642686,-0.371069,-0.5,-0.636364,-0.902439,-0.6,-0.533333
65,-0.228571,-0.231579,-0.18705,-0.0691824,-0.657895,-1,-0.804878,0.2,0.0666667
66,-0.457143,-0.578947,-0.681055,-0.408805,-0.552632,0.636364,-0.756098,-0.466667,-0.533333
67,-0.2,-0.589474,-0.666667,-0.207547,-0.368421,-0.454545,-0.121951,-0.8,-0.8
68,0.714286,0.0631579,0.352518,0.345912,-0.605263,-0.454545,-0.317073,-0.266667,-0.0666667
69,-0.171429,-0.6,-0.709832,-0.220126,-0.710526,-0.909091,-0.463415,-0.0666667,0.333333
70,0.0285714,-0.178947,-0.103118,0.257862,-0.605263,-0.636364,-0.658537,0.266667,-0.0666667
71,0.628571,0.0105263,0.196643,0.408805,-0.552632,-0.727273,-0.707317,-0.4,-0.2
72,0.942857,0,0.314149,0.371069,-0.710526,-0.0909091,0.219512,-0.333333,0.133333
73,-0.457143,-0.305263,-0.323741,-0.471698,-0.789474,-0.727273,0.121951,0.0666667,0.266667
74,-0.714286,-0.947368,-0.896882,-0.522013,-0.394737,-0.909091,-0.268293,-1,-0.8
75,-0.228571,-0.578947,-0.630695,-0.320755,-0.657895,0,0.121951,-0.266667,0.2
76,0.257143,-0.157895,-0.0719424,0.27044,-0.763158,-0.545455,-0.756098,0,0.133333
77,-0.542857,-0.294737,-0.374101,-0.459119,-0.657895,-1,-0.512195,-0.2,-0.133333
78,-0.571429,-0.631579,-0.64988,-0.194969,-0.394737,-0.818182,-0.853659,-0.733333,-0.733333
79,0.228571,0.0210526,0.155875,0.371069,-0.552632,0,-0.804878,0.133333,-0.333333
80,-0.171429,-0.568421,-0.654676,0.00628931,-0.236842,-0.454545,-0.756098,-0.8,-0.933333
81,-0.2,-0.526316,-0.618705,0.00628931,-0.631579,-0.818182,-1,-0.333333,-0.4
82,0.171429,0.0736842,0.167866,0.320755,-0.5,-0.545455,-0.463415,0,-0.466667
83,-0.6,-0.736842,-0.860911,-0.91195,-0.815789,-0.909091,-0.902439,0.266667,0
84,-0.514286,-0.557895,-0.695444,-0.559748,-0.552632,-0.272727,0.463415,-0.666667,-0.2
85,-0.485714,-0.536842,-0.621103,-0.509434,-0.657895,-0.727273,-0.609756,0.133333,0.0666667
86,0.514286,0.557895,0.952038,0.861635,-0.368421,-0.181818,-0.365854,-0.666667,-0.933333
87,-0.228571,-0.557895,-0.64988,-0.333333,-0.657895,-0.636364,-0.121951,-0.2,0.266667
88,-0.6,-0.884211,-0.940048,-0.748428,-0.657895,-0.818182,-0.609756,-0.333333,-0.4
89,-0.428571,-0.378947,-0.371703,-0.345912,-0.736842,-0.727273,-0.414634,0.333333,0.333333
90,-0.8,-0.873684,-0.892086,-0.710692,-0.421053,-0.272727,-0.756098,-0.866667,-0.8
91,0.571429,0.0736842,0.244604,0.509434,-0.684211,-0.727273,-0.512195,-0.2,0.2
92,-0.657143,-0.305263,-0.410072,-0.421384,-0.736842,-0.181818,-0.268293,-0.0666667,-0.0666667
93,0.142857,-0.0736842,-0.0431655,0.572327,-0.710526,-0.0909091,-0.512195,0,0.133333
94,0.228571,-0.484211,-0.570743,-0.0314465,-0.578947,-0.636364,-0.268293,-0.466667,-0.0666667
95,-0.257143,-0.6,-0.693046,-0.144654,-0.631579,-0.818182,-0.853659,-0.466667,-0.533333
96,0.0857143,0.0736842,0.196643,0.371069,-0.657895,-0.363636,0.414634,-0.2,0.0666667
97,-0.4,-0.621053,-0.702638,-0.232704,-0.605263,0.545455,-0.365854,-0.4,-0.466667
98,-0.314286,-0.484211,-0.633094,-0.308176,-0.578947,-0.636364,-0.560976,-0.2,-0.266667
99,-0.142857,-0.0210526,0.00239808,0.157233,-0.736842,-0.545455,0.853659,0,0.4
100,-0.257143,-0.578947,-0.671463,-0.220126,-0.263158,-0.636364,-0.414634,-0.8,-0.933333
101,-0.257143,0.126316,-0.659472,-0.0440252,0.578947,-0.909091,-0.95122,-0.666667,-0.733333
102,-0.257143,-0.6,-0.609113,-0.484277,-0.842105,0,-0.756098,0.333333,0.533333
103,-0.285714,-0.747368,-0.851319,-0.371069,-0.736842,0.272727,-0.756098,0.0666667,0
104,-0.6,-0.947368,-0.976019,-0.647799,-0.657895,0.272727,-0.756098,-0.0666667,-0.133333
105,-0.2,0,-0.059952,-0.27044,-0.473684,-1,0.317073,0.133333,-0.333333
106,0.428571,-0.0105263,0.263789,0.320755,-0.631579,0,-0.512195,-0.2,0.2
107,-0.0285714,-0.136842,-0.0623501,-0.371069,-0.842105,-1,0.609756,0.2,0.6
108,-0.542857,-0.515789,-0.647482,-0.698113,-0.631579,-1,-0.219512,-0.466667,-0.2
109,-0.228571,-0.578947,-0.652278,-0.194969,-0.447368,-0.363636,-0.414634,-0.733333,-0.733333
110,0,-0.242105,-0.184652,-0.220126,-0.605263,-0.545455,-0.609756,0.266667,-0.0666667
111,-0.342857,-0.6,-0.688249,-0.572327,-0.710526,-1,-0.756098,-0.0666667,0.266667
112,0,-0.505263,-0.585132,-0.0188679,-0.605263,-0.636364,-0.317073,-0.4,0
113,-0.6,-0.610526,-0.685851,-0.660377,-0.447368,0.454545,-0.0243902,-0.666667,-0.6
114,-0.885714,-0.978947,-0.980815,-0.63522,-0.605263,0.909091,-0.804878,-0.6,-0.6
115,0,-0.536842,-0.59952,-0.295597,-0.578947,0.0909091,-0.365854,-0.466667,0
116,0.114286,-0.515789,-0.551559,-0.0440252,-0.684211,0.0909091,-0.365854,-0.133333,0.133333
117,-0.171429,0.0631579,0.0239808,0.00628931,-0.657895,-0.545455,-0.756098,-0.133333,-0.0666667
118,0.457143,0.0105263,0.266187,0.295597,-0.657895,0.181818,0.365854,-0.2,0.333333
119,-0.257143,-0.6,-0.664269,-0.194969,-0.394737,-0.181818,-0.317073,-0.733333,-0.8
120,0.142857,-0.378947,-0.330935,0.0691824,-0.710526,-0.545455,-0.512195,0.4,0.4
121,-0.742857,-0.778947,-0.803357,-0.534591,-0.473684,0.454545,-0.317073,-0.466667,-0.733333
122,0.2,-0.547368,-0.553957,-0.0440252,-0.552632,-0.0909091,-0.463415,-0.533333,-0.266667
123,-0.371429,-0.631579,-0.676259,-0.647799,-0.868421,-0.181818,-1,0.533333,0.666667
124,-0.742857,-0.926316,-0.923261,-0.710692,-0.763158,1,0.121951,-0.0666667,-0.0666667
125,-0.171429,-0.568421,-0.705036,-0.119497,-0.657895,-0.818182,-0.853659,-0.266667,0
126,0.0857143,-0.589474,-0.563549,-0.0314465,-0.605263,0.545455,-0.658537,-0.4,-0.2
127,-0.285714,-0.515789,-0.666667,-0.446541,-0.552632,-0.818182,-0.707317,-0.333333,-0.466667
128,-0.4,-0.547368,-0.64988,-0.421384,-0.578947,-0.454545,-0.219512,-0.466667,-0.333333
129,0.114286,-0.547368,-0.565947,-0.396226,-0.789474,-0.272727,-0.414634,0.0666667,0.266667
130,-0.0857143,-0.0947368,0.00959233,0.144654,-0.631579,-0.363636,-0.463415,0.0666667,-0.133333
131,-0.171429,-0.0315789,-0.0551559,0.119497,-0.631579,0.181818,-0.365854,-0.133333,0.0666667
132,-0.714286,-0.536842,-0.647482,-0.72327,-0.815789,-1,0.560976,0.333333,0.466667
133,-0.428571,-0.178947,-0.215827,-0.257862,-0.789474,-0.363636,1,0.2,0.666667
134,-0.314286,-0.642105,-0.815348,-0.685535,-0.578947,-0.636364,-0.95122,-0.333333,-0.666667
135,0.571429,-0.0631579,0.16307,0.157233,-0.552632,0.0909091,0.317073,-0.266667,-0.0666667
136,0.285714,0.0421053,-0.568345,-0.157233,0,-1,-0.317073,-0.466667,-0.133333
137,0.285714,-0.578947,-0.551559,-0.0440252,-0.578947,-0.727273,-0.95122,-0.533333,-0.266667
138,-0.314286,-0.715789,-0.808153,-0.371069,-0.789474,-0.363636,-0.95122,0.133333,0.333333
139,-0.657143,-0.884211,-0.889688,-0.54717,-0.605263,0.272727,-0.0243902,-0.466667,-0.533333
140,-0.228571,-0.568421,-0.647482,-0.522013,-0.710526,-0.727273,-0.756098,-0.133333,0.2
141,-0.6,-0.557895,-0.546763,-0.924528,-0.973684,-0.727273,-0.121951,0.666667,0.866667
142,-0.228571,-0.621053,-0.673861,-0.207547,-0.289474,-0.363636,-0.658537,-0.8,-0.933333
143,0.228571,-0.0105263,0.165468,-0.207547,-0.789474,-1,0.902439,0.0666667,0.666667
144,-0.228571,-0.568421,-0.652278,-0.157233,-0.315789,-0.636364,-0.609756,-0.8,-0.866667
145,-0.228571,-0.389474,-0.467626,-0.132075,-0.842105,0,-0.121951,0.533333,0.533333
146,0.6,-0.0421053,0.304556,0.132075,-0.789474,-1,-0.121951,-0.133333,0.266667
147,0.285714,-0.515789,-0.513189,-0.232704,-0.684211,0.636364,-1,-0.133333,0
148,-0.514286,-0.589474,-0.645084,-0.559748,-0.763158,-0.636364,-0.170732,0.0666667,0.266667
149,-0.257143,-0.536842,-0.577938,-0.383648,-0.947368,0.363636,-0.560976,0.8,0.866667
150,-0.485714,-0.673684,-0.772182,-0.773585,-0.789474,-0.818182,0.414634,0.133333,0.533333
151,0.0857143,-0.189474,-0.177458,0.081761,-0.842105,-0.727273,-0.658537,0.266667,0.666667
152,-0.228571,-0.178947,-0.182254,-0.433962,-0.631579,-0.636364,0.0731707,0.333333,0.0666667
153,-0.828571,-0.589474,-0.640288,-0.798742,-0.921053,-0.545455,0.463415,0.8,0.933333
154,0.142857,-0.0105263,0.105516,-0.0566038,-0.763158,-0.909091,0.170732,-0.0666667,0.4
155,-0.4,-0.6,-0.695444,-0.496855,-0.684211,-0.272727,-0.658537,-0.2,0.0666667
156,0.457143,0.578947,0.784173,0.63522,-0.315789,-0.636364,-0.707317,-0.466667,-0.866667
157,-0.714286,-0.6,-0.671463,-0.685535,-0.868421,-0.0909091,0.170732,0.4,0.466667
158,-0.228571,-0.726316,-0.865707,-0.459119,-0.605263,-0.545455,-0.804878,-0.133333,-0.4
159,-0.485714,-0.536842,-0.633094,-0.610063,-0.710526,-0.909091,0.609756,-0.266667,0
160,-0.2,-0.578947,-0.63789,-0.106918,-0.815789,0.454545,-0.902439,0.133333,0.133333
161,-0.714286,-0.768421,-0.820144,-0.534591,-0.263158,-1,-1,-0.933333,-0.866667
162,0.314286,-0.0631579,0.0215827,0.0440252,-0.842105,0.545455,-0.902439,0.4,0.666667
163,-0.428571,-0.431579,-0.446043,-0.72327,-0.921053,-0.272727,-0.0731707,0.4,0.6
164,-0.514286,-0.694737,-0.817746,-0.484277,-0.763158,-0.727273,-0.560976,0,-0.0666667
165,0.542857,-0.0210526,0.153477,0.358491,-0.631579,-0.909091,0.268293,-0.333333,-0.0666667
166,0.485714,-0.0526316,0.254197,0.119497,-0.657895,-0.909091,0.560976,-0.333333,0.133333
167,-0.714286,-0.589474,-0.604317,-0.811321,-0.973684,-0.636364,-0.0731707,0.8,1
168,0.257143,0.0105263,0.17506,0.0188679,-0.763158,0.636364,-0.902439,0,0.2
169,-0.285714,-0.589474,-0.673861,-0.0566038,-0.447368,-1,-0.95122,-0.666667,-0.8
170,-0.4,-0.715789,-0.858513,-0.710692,-0.605263,-1,-0.365854,-0.333333,-0.733333
171,0.2,-0.0315789,0.143885,-0.0188679,-0.789474,-0.363636,-0.853659,-0.0666667,0.266667
172,0.371429,0.431579,0.697842,0.672956,-0.315789,-0.636364,-0.463415,-0.666667,-0.866667
173,-0.171429,-0.642105,-0.690647,-0.119497,-0.815789,0,-0.317073,0.2,0.4
174,-0.0285714,0.0315789,0.189448,0.27044,-0.526316,-0.272727,0.365854,-0.2,-0.466667
175,0.342857,-0.568421,-0.592326,-0.00628931,-0.631579,-0.272727,-0.268293,-0.4,-0.0666667
176,-0.542857,-0.421053,-0.532374,-0.509434,-0.631579,-0.909091,-0.463415,0.133333,0.0666667
177,-0.628571,-0.168421,-0.316547,-0.54717,-0.684211,-0.636364,0.853659,-0.0666667,0.133333
178,-0.171429,-0.621053,-0.693046,-0.245283,-0.736842,0,-0.95122,0,0.133333
179,-0.628571,-0.526316,-0.609113,-0.672956,-0.763158,-0.909091,0.0731707,0.333333,0.6
180,-0.2,-0.6,-0.786571,-0.283019,-0.5,-0.0909091,-0.853659,-0.333333,-0.6
181,0.314286,0.0315789,0.088729,0.622642,-0.684211,-1,0.268293,-0.133333,0.266667
182,-0.828571,-0.884211,-0.911271,-0.849057,-0.5,-0.727273,-0.219512,-0.866667,-0.733333
183,-0.371429,-0.589474,-0.661871,-0.371069,-0.789474,-0.636364,-1,0.666667,0.733333
184,-0.857143,-0.947368,-0.971223,-0.761006,-0.552632,-0.0909091,0.317073,-0.533333,-0.4
185,-0.114286,-0.0842105,0.0263789,0.27044,-0.710526,-0.181818,-0.512195,0,0.2
186,-0.428571,-0.221053,-0.292566,-0.471698,-0.657895,-0.363636,-0.0731707,0.4,0.0666667
187,-0.457143,-0.431579,-0.40048,-0.408805,-0.763158,-0.727273,0.121951,0.466667,0.533333
188,-0.142857,-0.431579,-0.551559,-0.0314465,-0.736842,0.181818,-0.512195,-0.0666667,0
189,0.257143,-0.0315789,0.1247,0.446541,-0.631579,-0.545455,0.121951,-0.333333,-0.0666667
190,-0.771429,-0.452632,-0.561151,-0.584906,-0.815789,-0.909091,-0.0243902,0.0666667,0.133333
191,0.0571429,-0.263158,-0.256595,0.00628931,-0.868421,0.818182,-0.463415,0.533333,0.466667
192,-0.4,-0.610526,-0.681055,-0.396226,-0.710526,-1,-0.365854,-0.133333,0.2
193,-0.285714,-0.557895,-0.63789,-0.157233,-0.736842,0.272727,-1,-0.133333,-0.133333
194,0.428571,0.347368,0.635492,0.710692,-0.447368,-0.727273,-0.95122,-0.333333,-0.8
195,-0.628571,-0.463158,-0.546763,-0.559748,-0.763158,-0.181818,0.0243902,-0.0666667,0
196,-0.314286,-0.505263,-0.625899,-0.194969,-0.421053,-0.454545,-0.317073,-0.666667,-0.733333
197,0.542857,0.0105263,0.2494,0.358491,-0.684211,0.727273,-0.463415,-0.133333,0
198,-0.257143,-0.463158,-0.601918,-0.144654,-0.447368,-1,-0.219512,-0.533333,-0.6
199,-0.114286,-0.557895,-0.621103,0.0314465,-0.421053,-0.727273,-0.317073,-0.733333,-0.666667
200,-0.285714,-0.547368,-0.681055,-0.0691824,-0.421053,-0.454545,-0.170732,-0.666667,-0.733333
201,0.142857,-0.557895,-0.589928,-0.132075,-0.605263,-0.363636,-0.268293,-0.533333,-0.0666667
202,-0.714286,-0.505263,-0.561151,-0.823899,-0.947368,-0.454545,0.0243902,0.4,0.533333
203,0.542857,0.0210526,0.302158,0.157233,-0.736842,0.363636,-0.707317,-0.0666667,0.133333
204,0.628571,-0.0842105,0.155875,0.383648,-0.631579,-0.0909091,-0.317073,-0.266667,-0.133333
205,-0.371429,-0.831579,-0.901679,-0.484277,-0.894737,-0.363636,-0.804878,0.533333,0.666667
206,-0.0285714,-0.568421,-0.661871,-0.0943396,-0.657895,-1,-0.707317,-0.2,0.133333
207,-0.114286,-0.442105,-0.491607,-0.132075,-0.789474,-0.818182,-0.512195,0,0.133333
208,-0.2,-0.610526,-0.666667,-0.207547,-0.315789,-0.909091,-0.707317,-0.8,-0.933333
209,-0.2,-0.578947,-0.647482,-0.0440252,-0.526316,-0.454545,-0.707317,-0.533333,-0.533333
210,0.628571,-0.0631579,0.191847,0.446541,-0.605263,-0.818182,-0.853659,-0.4,-0.266667
211,-0.514286,-0.357895,-0.376499,-0.849057,-0.894737,-0.636364,0.121951,0.666667,0.866667
212,-0.542857,-0.652632,-0.760192,-0.811321,-0.684211,-0.909091,-0.707317,-0.133333,-0.0666667
